	index	Date	HomeTeam	AwayTeam	FTHG	FTAG	HS	AS	HST	AST	HTHG	HTAG	HF	AF	FTR	HTR	HY	AY	HR	AR	WHH	WHD	WHA	Season	watch	AGS	AGA	AYC	ARC	AWW	HGS	HGA	HYC	HRC	HWW
5318	5731	2015-12-28	Everton	Stoke	3	4	15	8	3	5	1	2	10	12	A	A	2	1	0	0	1.95	3.5	3.8	15	1	0.8888888888888888	0.8888888888888888	1.5	0.16666666666666666	0.1111111111111111	1.7777777777777777	1.3333333333333333	1.4444444444444444	0.1111111111111111	0.3888888888888889
5319	5732	2015-12-28	Man United	Chelsea	0	0	12	8	2	3	0	0	16	6	D	D	4	2	0	0	2.62	3.1	3.0	15	0	1.2777777777777777	1.6111111111111112	1.6111111111111112	0.16666666666666666	0.4444444444444444	1.2222222222222223	0.8888888888888888	1.5	0.0	0.1111111111111111
5320	5733	2015-12-28	Norwich	Aston Villa	2	0	9	6	4	3	1	0	10	21	H	H	2	5	0	0	2.05	3.4	3.6	15	0	0.8333333333333334	1.7777777777777777	1.8888888888888888	0.0	0.3333333333333333	1.1111111111111112	1.7777777777777777	1.6111111111111112	0.1111111111111111	0.2777777777777778
5321	5734	2015-12-28	Watford	Tottenham	1	2	9	10	1	3	1	1	11	13	A	D	4	2	1	0	3.5	3.25	2.15	15	0	1.7222222222222223	0.7777777777777778	2.1666666666666665	0.0	0.3333333333333333	1.2777777777777777	1.0	1.7777777777777777	0.05555555555555555	0.16666666666666666
5322	5735	2015-12-28	West Brom	Newcastle	1	0	22	7	5	2	0	0	7	13	H	D	0	0	0	0	2.25	3.2	3.3	15	0	1.0555555555555556	1.8333333333333333	1.9444444444444444	0.16666666666666666	0.2777777777777778	0.9444444444444444	1.3333333333333333	2.1666666666666665	0.16666666666666666	0.2222222222222222
5323	5736	2015-12-28	West Ham	Southampton	2	1	13	15	5	4	0	1	6	12	H	A	1	3	0	0	3.4	3.2	2.2	15	0	1.3888888888888888	1.1666666666666667	1.7222222222222225	0.1111111111111111	0.3888888888888889	1.4444444444444444	1.2222222222222223	1.2777777777777777	0.2222222222222222	0.2777777777777778
5324	5737	2015-12-29	Leicester	Man City	0	0	11	21	4	5	0	0	11	8	D	D	1	3	0	0	3.75	3.75	1.91	15	0	2.055555555555556	1.1111111111111112	1.8333333333333333	0.0	0.3333333333333333	2.0555555555555554	1.3888888888888888	1.7222222222222223	0.0	0.3888888888888889
5325	5738	2015-12-30	Sunderland	Liverpool	0	1	8	17	3	6	0	0	8	16	A	D	1	3	0	0	4.75	3.6	1.75	15	0	1.1666666666666667	1.2222222222222223	1.9444444444444444	0.05555555555555555	0.2777777777777778	1.0555555555555556	2.055555555555556	1.9444444444444449	0.1111111111111111	0.4444444444444444
5326	5739	2016-01-02	Arsenal	Newcastle	1	0	16	15	3	6	0	0	10	9	H	D	2	2	0	0	1.3	5.0	11.0	15	0	1.0	1.7894736842105263	1.8421052631578947	0.15789473684210525	0.2631578947368421	1.736842105263158	0.9473684210526315	0.8947368421052632	0.10526315789473684	0.15789473684210525
5327	5740	2016-01-02	Leicester	Bournemouth	0	0	16	9	2	0	0	0	9	5	D	D	1	1	0	1	1.95	3.4	4.0	15	0	1.1578947368421053	1.7894736842105268	1.5263157894736843	0.0	0.3157894736842105	1.9473684210526316	1.3157894736842106	1.6842105263157894	0.0	0.3684210526315789
5328	5741	2016-01-02	Man United	Swansea	2	1	19	9	6	4	0	0	14	10	H	D	2	1	0	0	1.57	3.6	7.0	15	0	0.8421052631578947	1.263157894736842	1.631578947368421	0.0	0.21052631578947367	1.1578947368421053	0.8421052631578947	1.631578947368421	0.0	0.10526315789473684
5329	5742	2016-01-02	Norwich	Southampton	1	0	10	10	1	4	0	0	9	7	H	D	1	0	0	1	3.1	3.2	2.38	15	0	1.368421052631579	1.2105263157894737	1.7894736842105268	0.10526315789473684	0.3684210526315789	1.1578947368421053	1.6842105263157894	1.631578947368421	0.10526315789473684	0.2631578947368421
5330	5743	2016-01-02	Sunderland	Aston Villa	3	1	13	8	6	3	1	0	8	13	H	H	3	4	0	0	2.4	3.1	3.1	15	1	0.7894736842105263	1.7894736842105263	2.0526315789473686	0.0	0.3157894736842105	1.0	2.0000000000000004	1.8947368421052635	0.10526315789473684	0.42105263157894735
5331	5744	2016-01-02	Watford	Man City	1	2	11	16	3	5	0	0	6	10	A	D	1	0	0	0	5.0	3.6	1.73	15	0	1.9473684210526319	1.0526315789473684	1.894736842105263	0.0	0.3157894736842105	1.263157894736842	1.0526315789473684	1.894736842105263	0.10526315789473684	0.15789473684210525
5332	5745	2016-01-02	West Brom	Stoke	2	1	16	10	5	3	0	0	7	15	H	D	1	1	0	1	2.8	3.1	2.62	15	0	1.0526315789473684	1.0	1.4736842105263157	0.15789473684210525	0.15789473684210525	0.9473684210526315	1.263157894736842	2.0526315789473686	0.15789473684210525	0.21052631578947367
5333	5746	2016-01-02	West Ham	Liverpool	2	0	18	23	10	2	1	0	11	8	H	H	1	1	0	0	3.8	3.4	2.0	15	0	1.1578947368421053	1.1578947368421053	2.0	0.05263157894736842	0.2631578947368421	1.4736842105263157	1.2105263157894737	1.263157894736842	0.21052631578947367	0.2631578947368421
5334	5747	2016-01-03	Crystal Palace	Chelsea	0	3	8	10	4	4	0	1	12	15	A	A	3	0	0	0	3.75	3.2	2.1	15	0	1.2105263157894737	1.5263157894736843	1.631578947368421	0.15789473684210525	0.42105263157894735	1.2105263157894737	0.8421052631578947	1.5789473684210527	0.05263157894736842	0.15789473684210525
5335	5748	2016-01-03	Everton	Tottenham	1	1	12	19	3	4	1	1	8	11	D	D	1	2	0	0	2.7	3.1	2.7	15	0	1.736842105263158	0.7894736842105263	2.1578947368421053	0.0	0.3157894736842105	1.8421052631578947	1.4736842105263157	1.4736842105263157	0.10526315789473684	0.42105263157894735
5336	5749	2016-01-12	Aston Villa	Crystal Palace	1	0	13	9	3	1	0	0	15	9	H	D	2	1	0	0	3.1	3.0	2.5	15	0	1.15	0.95	1.65	0.05	0.15	0.8	1.85	2.15	0.0	0.35
5337	5750	2016-01-12	Bournemouth	West Ham	1	3	11	10	4	5	1	0	8	5	A	H	1	1	0	0	2.0	3.4	3.8	15	1	1.5	1.15	1.25	0.2	0.25	1.1	1.7000000000000004	1.5	0.05	0.3
5338	5751	2016-01-12	Newcastle	Man United	3	3	14	12	6	4	1	2	10	12	D	A	1	3	0	0	5.0	3.3	1.8	15	1	1.2	0.85	1.65	0.0	0.1	0.95	1.75	1.85	0.15	0.25
5339	5752	2016-01-13	Chelsea	West Brom	2	2	14	13	2	6	1	1	13	8	D	D	3	3	0	0	1.44	4.2	8.0	15	1	1.0	1.25	2.0	0.15	0.2	1.3	1.45	1.55	0.15	0.4
5340	5753	2016-01-13	Liverpool	Arsenal	3	3	22	14	6	5	2	2	9	7	D	D	2	0	0	0	2.9	3.2	2.5	15	1	1.7	0.9	0.95	0.1	0.15	1.1	1.2	1.95	0.05	0.25
5341	5754	2016-01-13	Man City	Everton	0	0	22	7	5	2	0	0	5	6	D	D	0	1	0	0	1.53	4.0	6.5	15	0	1.8	1.45	1.45	0.1	0.4	1.9500000000000004	1.05	1.8	0.0	0.3
5342	5755	2016-01-13	Southampton	Watford	2	0	15	4	7	1	1	0	9	11	H	H	1	2	0	0	2.0	3.2	4.0	15	0	1.25	1.1	1.85	0.1	0.15	1.3	1.2	1.7000000000000004	0.15	0.35
5343	5756	2016-01-13	Stoke	Norwich	3	1	14	5	4	2	0	0	5	8	H	D	0	1	0	1	2.05	3.1	4.0	15	1	1.15	1.6	1.6	0.1	0.25	1.05	1.05	1.45	0.2	0.15
5344	5757	2016-01-13	Swansea	Sunderland	2	4	10	7	5	5	2	1	9	12	A	H	2	0	1	0	1.8	3.4	4.8	15	1	1.1	1.9500000000000004	1.9500000000000004	0.1	0.45	0.85	1.3	1.6	0.0	0.2
5345	5758	2016-01-13	Tottenham	Leicester	0	1	21	10	5	2	0	0	13	10	A	D	1	0	0	0	1.8	3.5	4.5	15	0	1.85	1.25	1.65	0.0	0.35	1.7	0.8	2.15	0.0	0.3
5346	5759	2016-01-16	Aston Villa	Leicester	1	1	14	12	5	5	0	1	13	15	D	A	3	2	0	0	3.4	3.1	2.25	15	0	1.8095238095238095	1.1904761904761905	1.5714285714285714	0.0	0.3333333333333333	0.8095238095238095	1.7619047619047619	2.142857142857143	0.0	0.3333333333333333
5347	5760	2016-01-16	Bournemouth	Norwich	3	0	15	10	8	3	1	0	8	13	H	H	1	1	0	0	1.95	3.1	4.33	15	0	1.1428571428571428	1.6666666666666667	1.5714285714285714	0.14285714285714285	0.2857142857142857	1.0952380952380953	1.7619047619047623	1.4761904761904763	0.047619047619047616	0.3333333333333333
5348	5761	2016-01-16	Chelsea	Everton	3	3	14	9	7	4	0	0	12	5	D	D	1	1	0	0	1.75	3.5	4.8	15	1	1.7142857142857142	1.380952380952381	1.4285714285714286	0.09523809523809523	0.38095238095238093	1.3333333333333333	1.4761904761904763	1.619047619047619	0.14285714285714285	0.42857142857142855
5349	5762	2016-01-16	Man City	Crystal Palace	4	0	17	9	4	3	2	0	10	11	H	H	0	2	0	0	1.4	4.2	9.0	15	1	1.0952380952380953	0.9523809523809523	1.619047619047619	0.047619047619047616	0.14285714285714285	1.8571428571428574	1.0	1.7142857142857142	0.0	0.2857142857142857
5350	5763	2016-01-16	Newcastle	West Ham	2	1	23	10	10	3	2	0	9	4	H	H	1	0	0	0	2.62	3.1	2.75	15	0	1.5714285714285714	1.1428571428571428	1.2380952380952381	0.19047619047619047	0.2857142857142857	1.0476190476190477	1.8095238095238095	1.8095238095238095	0.14285714285714285	0.2857142857142857
5351	5764	2016-01-16	Southampton	West Brom	3	0	9	9	5	0	2	0	10	11	H	H	0	0	0	0	1.75	3.25	5.5	15	0	1.0476190476190477	1.2857142857142858	2.0476190476190474	0.14285714285714285	0.23809523809523808	1.3333333333333333	1.1428571428571428	1.666666666666667	0.14285714285714285	0.3333333333333333
5352	5765	2016-01-16	Tottenham	Sunderland	4	1	26	5	11	2	1	1	8	13	H	D	0	2	0	0	1.4	4.0	10.0	15	1	1.2380952380952381	1.9523809523809528	1.8571428571428574	0.09523809523809523	0.47619047619047616	1.619047619047619	0.8095238095238095	2.0952380952380953	0.0	0.2857142857142857
5353	5766	2016-01-17	Liverpool	Man United	0	1	19	7	4	1	0	0	6	18	A	D	0	2	0	0	2.4	3.1	3.1	15	0	1.2857142857142858	0.9523809523809523	1.7142857142857142	0.0	0.14285714285714285	1.1904761904761905	1.2857142857142858	1.9523809523809523	0.047619047619047616	0.2857142857142857
5354	5767	2016-01-17	Stoke	Arsenal	0	0	14	8	6	3	0	0	16	10	D	D	0	0	0	0	4.33	3.1	1.95	15	0	1.7619047619047619	1.0	0.9047619047619048	0.09523809523809523	0.19047619047619047	1.1428571428571428	1.0476190476190477	1.380952380952381	0.19047619047619047	0.19047619047619047
5355	5768	2016-01-18	Swansea	Watford	1	0	10	13	2	2	1	0	8	11	H	H	2	2	0	0	2.5	3.1	2.9	15	0	1.1904761904761905	1.1428571428571428	1.8571428571428572	0.09523809523809523	0.14285714285714285	0.9047619047619048	1.4285714285714286	1.619047619047619	0.047619047619047616	0.23809523809523808
5356	5769	2016-01-23	Crystal Palace	Tottenham	1	3	11	24	3	11	1	0	11	12	A	H	2	2	0	0	3.3	3.3	2.2	15	1	1.7272727272727273	0.8181818181818182	2.0	0.0	0.3181818181818182	1.0454545454545456	1.0909090909090908	1.6363636363636365	0.045454545454545456	0.18181818181818182
5357	5770	2016-01-23	Leicester	Stoke	3	0	15	3	5	2	1	0	10	13	H	H	0	1	0	0	2.05	3.25	3.8	15	0	1.0909090909090908	1.0	1.3181818181818181	0.18181818181818182	0.18181818181818182	1.7727272727272727	1.1818181818181819	1.5909090909090908	0.0	0.3181818181818182
5358	5771	2016-01-23	Man United	Southampton	0	1	8	7	1	2	0	0	11	8	A	D	0	0	0	0	1.91	3.2	4.5	15	0	1.4090909090909092	1.0909090909090908	1.5909090909090913	0.13636363636363635	0.3181818181818182	1.272727272727273	0.9090909090909091	1.7272727272727273	0.0	0.13636363636363635
5359	5772	2016-01-23	Norwich	Liverpool	4	5	6	13	5	7	2	1	10	14	A	H	0	1	0	0	4.33	3.25	1.91	15	1	1.1363636363636365	1.272727272727273	1.8636363636363635	0.045454545454545456	0.2727272727272727	1.0909090909090908	1.7272727272727273	1.5454545454545454	0.13636363636363635	0.2727272727272727
5360	5773	2016-01-23	Sunderland	Bournemouth	1	1	10	15	5	5	1	1	5	9	D	D	1	1	0	0	3.0	3.0	2.5	15	0	1.1818181818181819	1.681818181818182	1.4545454545454546	0.045454545454545456	0.3181818181818182	1.2272727272727273	2.045454545454546	1.863636363636364	0.09090909090909091	0.5
5361	5774	2016-01-23	Watford	Newcastle	2	1	13	11	5	2	0	0	10	12	H	D	2	1	0	0	2.1	3.2	3.75	15	0	1.0909090909090908	1.7727272727272727	1.7727272727272727	0.13636363636363635	0.2727272727272727	1.1363636363636365	1.1363636363636365	1.8636363636363635	0.09090909090909091	0.13636363636363635
5362	5775	2016-01-23	West Brom	Aston Villa	0	0	4	15	0	4	0	0	7	13	D	D	0	1	0	0	2.1	3.0	4.0	15	0	0.8181818181818182	1.7272727272727273	2.1818181818181817	0.0	0.3181818181818182	1.0	1.3636363636363638	1.9545454545454546	0.13636363636363635	0.22727272727272727
5363	5776	2016-01-23	West Ham	Man City	2	2	10	16	3	3	1	1	11	15	D	D	2	3	0	0	5.0	3.6	1.73	15	1	1.9545454545454548	0.9545454545454546	1.6363636363636365	0.0	0.3181818181818182	1.5454545454545454	1.1818181818181819	1.1818181818181819	0.18181818181818182	0.2727272727272727
5364	5777	2016-01-24	Arsenal	Chelsea	0	1	9	12	1	6	0	1	14	13	A	A	1	3	1	0	2.1	3.2	3.75	15	0	1.4090909090909092	1.5454545454545454	1.5909090909090908	0.13636363636363635	0.45454545454545453	1.6818181818181819	0.9545454545454546	0.8636363636363636	0.09090909090909091	0.18181818181818182
5365	5778	2016-01-24	Everton	Swansea	1	2	20	7	2	5	1	2	5	12	A	A	0	3	0	0	1.67	3.6	5.5	15	0	0.9090909090909091	1.3636363636363635	1.6363636363636365	0.045454545454545456	0.22727272727272727	1.7727272727272727	1.4545454545454546	1.4090909090909092	0.09090909090909091	0.4090909090909091
5366	5779	2016-02-02	Arsenal	Southampton	0	0	21	14	11	3	0	0	11	19	D	D	2	1	0	0	1.8	3.2	5.0	15	0	1.391304347826087	1.0434782608695652	1.521739130434783	0.13043478260869565	0.30434782608695654	1.608695652173913	0.9565217391304348	0.8695652173913043	0.13043478260869565	0.17391304347826086
5367	5780	2016-02-02	Crystal Palace	Bournemouth	1	2	14	8	3	4	1	1	11	15	A	D	3	4	0	0	2.5	3.1	3.0	15	0	1.173913043478261	1.6521739130434785	1.434782608695652	0.043478260869565216	0.30434782608695654	1.0434782608695654	1.173913043478261	1.6521739130434783	0.043478260869565216	0.21739130434782608
5368	5781	2016-02-02	Leicester	Liverpool	2	0	13	14	6	2	0	0	6	7	H	D	0	1	0	0	2.62	3.1	2.8	15	0	1.3043478260869568	1.391304347826087	1.826086956521739	0.043478260869565216	0.30434782608695654	1.826086956521739	1.1304347826086956	1.5217391304347827	0.0	0.30434782608695654
5369	5782	2016-02-02	Man United	Stoke	3	0	15	10	5	0	2	0	13	13	H	H	2	1	0	0	1.67	3.5	6.0	15	0	1.0434782608695652	1.0869565217391304	1.3043478260869565	0.17391304347826086	0.17391304347826086	1.2173913043478262	0.9130434782608695	1.6521739130434783	0.0	0.13043478260869565
5370	5783	2016-02-02	Norwich	Tottenham	0	3	10	17	2	6	0	2	8	9	A	A	2	2	0	0	4.5	3.4	1.83	15	0	1.7826086956521738	0.8260869565217391	2.0	0.0	0.34782608695652173	1.2173913043478262	1.8695652173913044	1.4782608695652173	0.13043478260869565	0.30434782608695654
5371	5784	2016-02-02	Sunderland	Man City	0	1	11	6	2	2	0	1	6	15	A	A	1	4	0	0	7.0	4.0	1.5	15	0	1.956521739130435	1.0	1.6956521739130435	0.0	0.34782608695652173	1.2173913043478262	2.0000000000000004	1.8260869565217395	0.08695652173913043	0.4782608695652174
5372	5785	2016-02-02	West Brom	Swansea	1	1	17	18	7	4	0	0	12	13	D	D	0	0	0	0	2.62	3.0	2.9	15	0	0.9565217391304348	1.3478260869565215	1.6956521739130435	0.043478260869565216	0.21739130434782608	0.9565217391304348	1.3043478260869568	1.8695652173913044	0.13043478260869565	0.21739130434782608
5373	5786	2016-02-02	West Ham	Aston Villa	2	0	25	6	6	2	0	0	9	11	H	D	3	0	0	1	1.91	3.2	4.33	15	0	0.782608695652174	1.6521739130434783	2.130434782608696	0.0	0.30434782608695654	1.565217391304348	1.2173913043478262	1.2173913043478262	0.17391304347826086	0.30434782608695654
5374	5787	2016-02-03	Everton	Newcastle	3	0	18	7	7	3	1	0	8	15	H	H	1	2	0	1	1.67	3.8	5.0	15	0	1.0869565217391304	1.7826086956521738	1.7391304347826086	0.13043478260869565	0.2608695652173913	1.7391304347826086	1.4782608695652173	1.3478260869565217	0.08695652173913043	0.391304347826087
5375	5788	2016-02-03	Watford	Chelsea	0	0	12	12	3	4	0	0	10	13	D	D	2	1	0	0	4.0	3.25	2.0	15	0	1.391304347826087	1.4782608695652173	1.6521739130434783	0.13043478260869565	0.43478260869565216	1.173913043478261	1.1304347826086958	1.8695652173913044	0.08695652173913043	0.13043478260869565
5376	5789	2016-02-06	Aston Villa	Norwich	2	0	10	12	3	4	1	0	10	11	H	H	0	2	0	0	2.4	3.1	3.1	15	0	1.1666666666666667	1.9166666666666667	1.5	0.125	0.2916666666666667	0.75	1.6666666666666667	2.0416666666666665	0.041666666666666664	0.2916666666666667
5377	5790	2016-02-06	Liverpool	Sunderland	2	2	16	7	5	2	0	0	4	12	D	D	1	1	0	0	1.44	4.2	8.0	15	1	1.1666666666666667	1.9583333333333337	1.791666666666667	0.08333333333333333	0.4583333333333333	1.2500000000000002	1.4166666666666667	1.7916666666666667	0.041666666666666664	0.2916666666666667
5378	5791	2016-02-06	Man City	Leicester	1	3	22	14	4	7	0	1	9	15	A	A	2	2	0	0	1.62	3.6	6.0	15	1	1.8333333333333333	1.0833333333333333	1.4583333333333333	0.0	0.2916666666666667	1.916666666666667	0.9583333333333334	1.7916666666666667	0.0	0.3333333333333333
5379	5792	2016-02-06	Newcastle	West Brom	1	0	19	7	7	0	1	0	12	12	H	H	0	3	0	0	2.2	3.3	3.3	15	0	0.9583333333333334	1.291666666666667	1.7916666666666667	0.125	0.20833333333333334	1.0416666666666667	1.8333333333333333	1.75	0.16666666666666666	0.25
5380	5793	2016-02-06	Southampton	West Ham	1	0	8	18	2	2	1	0	17	10	H	H	1	2	1	0	1.75	3.5	5.0	15	0	1.5833333333333333	1.1666666666666667	1.2916666666666667	0.16666666666666666	0.2916666666666667	1.3333333333333333	1.0	1.5000000000000002	0.125	0.2916666666666667
5381	5794	2016-02-06	Stoke	Everton	0	3	11	14	3	6	0	3	11	8	A	A	1	0	0	0	2.62	3.1	2.8	15	0	1.7916666666666667	1.4166666666666667	1.3333333333333333	0.08333333333333333	0.375	1.0	1.1666666666666667	1.2916666666666667	0.16666666666666666	0.16666666666666666
5382	5795	2016-02-06	Swansea	Crystal Palace	1	1	19	12	3	2	1	0	11	14	D	H	1	2	0	0	2.25	3.1	3.4	15	0	1.0416666666666667	1.2083333333333335	1.7083333333333333	0.041666666666666664	0.20833333333333334	0.9583333333333334	1.333333333333333	1.625	0.041666666666666664	0.20833333333333334
5383	5796	2016-02-06	Tottenham	Watford	1	0	26	3	9	0	0	0	12	9	H	D	0	1	0	0	1.5	4.0	7.0	15	0	1.1250000000000002	1.0833333333333335	1.875	0.08333333333333333	0.125	1.8333333333333333	0.7916666666666666	2.0	0.0	0.3333333333333333
5384	5797	2016-02-07	Bournemouth	Arsenal	0	2	17	10	4	5	0	2	6	8	A	A	0	1	0	0	4.0	3.2	2.0	15	0	1.5416666666666667	0.9166666666666666	0.9166666666666666	0.125	0.16666666666666666	1.2083333333333335	1.6250000000000002	1.5416666666666667	0.041666666666666664	0.2916666666666667
5385	5798	2016-02-07	Chelsea	Man United	1	1	16	17	5	7	0	0	6	9	D	D	0	3	0	0	2.1	3.1	3.8	15	0	1.2916666666666667	0.875	1.6666666666666667	0.0	0.125	1.3333333333333333	1.4166666666666667	1.625	0.125	0.4166666666666667
5386	5799	2016-02-13	Bournemouth	Stoke	1	3	11	11	2	6	0	1	7	18	A	A	4	2	0	0	2.05	3.1	4.0	15	1	0.96	1.24	1.28	0.16	0.16	1.1600000000000001	1.6400000000000003	1.48	0.04	0.28
5387	5800	2016-02-13	Chelsea	Newcastle	5	1	15	10	5	4	3	0	16	14	H	H	0	1	1	0	1.44	4.2	8.0	15	1	1.04	1.76	1.68	0.16	0.24	1.32	1.4	1.56	0.12	0.4
5388	5801	2016-02-13	Crystal Palace	Watford	1	2	14	10	7	3	1	1	11	16	A	D	0	2	0	0	2.3	3.1	3.3	15	0	1.0800000000000003	1.08	1.84	0.08	0.12	1.04	1.2000000000000002	1.72	0.04	0.2
5389	5802	2016-02-13	Everton	West Brom	0	1	34	5	6	1	0	1	9	12	A	A	1	3	0	0	1.53	3.75	7.0	15	0	0.92	1.2800000000000002	1.84	0.12	0.2	1.84	1.36	1.28	0.08	0.36
5390	5803	2016-02-13	Norwich	West Ham	2	2	13	11	3	6	0	0	16	11	D	D	2	2	0	0	2.5	3.2	2.9	15	1	1.52	1.16	1.32	0.16	0.28	1.12	1.92	1.52	0.12	0.28
5391	5804	2016-02-13	Sunderland	Man United	2	1	21	12	5	6	1	1	7	15	H	D	2	3	0	0	5.0	3.3	1.8	15	0	1.28	0.88	1.72	0.0	0.12	1.2	1.9600000000000002	1.7600000000000002	0.08	0.48
5392	5805	2016-02-13	Swansea	Southampton	0	1	13	13	2	5	0	0	10	12	A	D	0	3	0	0	3.0	3.1	2.5	15	0	1.32	0.96	1.4800000000000002	0.16	0.28	0.96	1.3199999999999996	1.6	0.04	0.2
5393	5806	2016-02-14	Arsenal	Leicester	2	1	24	7	6	3	0	1	9	10	H	A	4	3	0	1	1.75	3.8	4.5	15	0	1.88	1.08	1.48	0.0	0.32	1.56	0.88	0.92	0.12	0.16
5394	5807	2016-02-14	Aston Villa	Liverpool	0	6	6	11	1	9	0	2	10	9	A	A	3	1	0	0	4.5	3.4	1.85	15	1	1.2800000000000002	1.44	1.76	0.04	0.32	0.8	1.6	1.96	0.04	0.28
5395	5808	2016-02-14	Man City	Tottenham	1	2	19	6	4	3	0	0	12	17	A	D	1	3	0	0	2.1	3.3	3.6	15	0	1.8	0.76	1.92	0.0	0.32	1.8800000000000003	1.04	1.8	0.0	0.36
5396	5809	2016-02-27	Leicester	Norwich	1	0	13	9	3	1	0	0	9	11	H	D	0	2	0	0	1.5	4.2	6.5	15	0	1.153846153846154	1.9230769230769231	1.5384615384615385	0.11538461538461539	0.3076923076923077	1.8461538461538463	1.1153846153846154	1.5384615384615385	0.038461538461538464	0.3076923076923077
5397	5811	2016-02-27	Stoke	Aston Villa	2	1	11	5	3	1	0	0	7	15	H	D	0	3	0	0	1.67	3.4	6.0	15	0	0.7692307692307693	1.7692307692307692	2.0	0.038461538461538464	0.3076923076923077	1.0384615384615385	1.2307692307692308	1.3076923076923077	0.15384615384615385	0.19230769230769232
5398	5812	2016-02-27	Watford	Bournemouth	0	0	14	11	1	3	0	0	14	17	D	D	3	1	0	0	2.38	3.25	3.0	15	0	1.153846153846154	1.6923076923076925	1.5769230769230769	0.038461538461538464	0.3076923076923077	1.1153846153846156	1.0769230769230769	1.8461538461538463	0.07692307692307693	0.11538461538461539
5399	5813	2016-02-27	West Brom	Crystal Palace	3	2	11	15	5	2	3	0	14	16	H	H	2	2	0	0	2.6	3.0	2.9	15	1	1.0384615384615385	1.2307692307692308	1.6538461538461537	0.038461538461538464	0.19230769230769232	0.9230769230769231	1.230769230769231	1.8846153846153846	0.11538461538461539	0.19230769230769232
5400	5814	2016-02-27	West Ham	Sunderland	1	0	9	13	3	4	1	0	11	9	H	H	1	0	0	0	1.83	3.6	4.2	15	0	1.2307692307692308	1.9230769230769234	1.7692307692307696	0.07692307692307693	0.46153846153846156	1.5384615384615385	1.192307692307692	1.3461538461538463	0.15384615384615385	0.3076923076923077
5401	5815	2016-02-28	Tottenham	Swansea	2	1	34	10	14	4	0	1	11	14	H	A	2	3	0	0	1.44	4.2	7.5	15	0	0.9230769230769231	1.3076923076923075	1.5384615384615385	0.038461538461538464	0.19230769230769232	1.8076923076923077	0.7692307692307693	1.9615384615384615	0.0	0.3076923076923077
5402	5816	2016-02-28	Man United	Arsenal	3	2	7	13	5	5	2	1	21	15	H	H	4	3	0	0	3.3	3.2	2.25	15	1	1.5769230769230769	0.8846153846153846	1.0384615384615385	0.11538461538461539	0.15384615384615385	1.2692307692307692	0.9230769230769231	1.7692307692307692	0.0	0.11538461538461539
5403	5817	2016-03-01	Aston Villa	Everton	1	3	14	10	5	7	0	2	8	7	A	A	3	1	0	0	4.5	3.4	1.85	15	1	1.7692307692307692	1.3461538461538463	1.2692307692307692	0.07692307692307693	0.34615384615384615	0.7777777777777778	1.7777777777777777	2.037037037037037	0.037037037037037035	0.2962962962962963
5404	5818	2016-03-01	Bournemouth	Southampton	2	0	9	6	4	1	1	0	11	18	H	H	0	0	0	0	2.88	3.1	2.62	15	0	1.2962962962962963	0.9629629629629629	1.5925925925925928	0.14814814814814814	0.2592592592592593	1.1111111111111112	1.62962962962963	1.5555555555555556	0.037037037037037035	0.2962962962962963
5405	5819	2016-03-01	Leicester	West Brom	2	2	22	11	5	3	2	1	10	8	D	H	0	2	0	0	1.7	3.5	5.5	15	1	1.0	1.2592592592592595	1.8888888888888888	0.1111111111111111	0.2222222222222222	1.8148148148148149	1.0740740740740742	1.4814814814814814	0.037037037037037035	0.2962962962962963
5406	5820	2016-03-01	Norwich	Chelsea	1	2	13	10	2	2	0	2	17	5	A	A	3	2	0	0	5.5	3.6	1.67	15	0	1.4814814814814814	1.3703703703703705	1.4814814814814814	0.14814814814814814	0.4074074074074074	1.1111111111111112	1.8888888888888888	1.5555555555555556	0.1111111111111111	0.2962962962962963
5407	5821	2016-03-01	Sunderland	Crystal Palace	2	2	17	13	6	5	1	0	11	14	D	H	1	1	0	0	2.5	3.1	3.0	15	1	1.0740740740740742	1.2962962962962963	1.6666666666666667	0.037037037037037035	0.2222222222222222	1.1851851851851851	1.888888888888889	1.703703703703704	0.07407407407407407	0.4444444444444444
5408	5822	2016-03-02	Arsenal	Swansea	1	2	18	11	4	2	1	1	8	11	A	D	0	2	0	0	1.36	4.8	8.5	15	0	0.9259259259259259	1.333333333333333	1.5925925925925926	0.037037037037037035	0.18518518518518517	1.5925925925925926	0.9629629629629629	1.1111111111111112	0.1111111111111111	0.18518518518518517
5409	5823	2016-03-02	Liverpool	Man City	3	0	11	4	7	2	2	0	14	14	H	H	0	1	0	0	2.62	3.2	2.8	15	0	1.8461538461538465	1.0769230769230769	1.7692307692307692	0.0	0.34615384615384615	1.461538461538462	1.3846153846153846	1.7307692307692308	0.038461538461538464	0.34615384615384615
5410	5824	2016-03-02	Man United	Watford	1	0	14	13	3	3	0	0	7	17	H	D	1	2	0	0	1.67	3.4	6.0	15	0	1.0740740740740744	1.037037037037037	1.8888888888888888	0.07407407407407407	0.1111111111111111	1.3333333333333333	0.9629629629629629	1.8518518518518519	0.0	0.14814814814814814
