	index	Date	HomeTeam	AwayTeam	FTHG	FTAG	HS	AS	HST	AST	HTHG	HTAG	HF	AF	FTR	HTR	HY	AY	HR	AR	WHH	WHD	WHA	Season	watch	AGS	AGA	AYC	ARC	AWW	HGS	HGA	HYC	HRC	HWW
5221	5634	2015-10-17	Tottenham	Liverpool	0	0	13	12	4	3	0	0	15	11	D	D	1	2	0	0	2.5	3.3	3.0	15	0	1.0	1.25	2.25	0.125	0.25	1.375	0.875	3.0	0.0	0.375
5222	5635	2015-10-17	Watford	Arsenal	0	3	8	17	1	6	0	0	11	12	A	D	2	1	0	0	6.0	3.6	1.62	15	0	1.625	0.875	1.0	0.25	0.125	0.75	0.875	1.625	0.125	0.125
5223	5636	2015-10-17	West Brom	Sunderland	1	0	8	9	1	2	0	0	12	13	H	D	2	2	0	0	2.1	3.0	4.0	15	0	1.0	2.25	2.625	0.25	0.5	0.75	1.375	2.375	0.0	0.25
5224	5637	2015-10-18	Newcastle	Norwich	6	2	11	18	6	6	3	2	10	10	H	H	1	1	0	0	2.62	3.1	2.8	15	1	1.5	1.75	1.375	0.125	0.5	0.75	2.125	2.0	0.25	0.375
5225	5638	2015-10-19	Swansea	Stoke	0	1	14	9	2	2	0	1	6	14	A	A	2	2	0	0	2.05	3.1	4.0	15	0	1.0	1.25	1.125	0.25	0.25	1.25	1.25	1.75	0.0	0.375
5226	5639	2015-10-24	Arsenal	Everton	2	1	20	10	5	5	2	1	11	14	H	H	2	0	0	1	1.44	4.0	8.0	15	0	1.3333333333333333	1.2222222222222223	1.7777777777777777	0.1111111111111111	0.3333333333333333	1.7777777777777777	0.7777777777777778	1.0	0.2222222222222222	0.1111111111111111
5227	5640	2015-10-24	Aston Villa	Swansea	1	2	9	11	3	4	0	0	10	8	A	D	2	3	0	0	3.0	2.9	2.62	15	0	1.1111111111111112	1.2222222222222223	1.7777777777777777	0.0	0.3333333333333333	0.8888888888888888	1.6666666666666667	2.0	0.0	0.3333333333333333
5228	5641	2015-10-24	Leicester	Crystal Palace	1	0	12	9	3	4	0	0	7	11	H	D	3	1	0	0	2.3	2.9	3.5	15	0	1.3333333333333333	1.1111111111111112	1.8888888888888888	0.1111111111111111	0.2222222222222222	2.111111111111111	1.8888888888888888	2.0	0.0	0.5555555555555556
5229	5642	2015-10-24	Norwich	West Brom	0	1	16	7	3	4	0	0	11	6	A	D	1	2	0	0	2.05	3.1	4.0	15	0	0.7777777777777778	1.2222222222222223	2.3333333333333335	0.0	0.2222222222222222	1.5555555555555556	2.2222222222222223	1.3333333333333333	0.1111111111111111	0.5555555555555556
5230	5643	2015-10-24	Stoke	Watford	0	2	12	13	1	3	0	1	10	18	A	A	3	1	0	0	2.15	3.1	3.6	15	0	0.6666666666666666	1.1111111111111112	1.6666666666666667	0.1111111111111111	0.1111111111111111	1.0	1.1111111111111112	1.2222222222222223	0.2222222222222222	0.2222222222222222
5231	5644	2015-10-24	West Ham	Chelsea	2	1	12	8	5	4	1	0	10	12	H	H	1	5	0	1	4.0	3.2	2.0	15	0	1.5555555555555556	1.8888888888888888	1.6666666666666667	0.2222222222222222	0.5555555555555556	2.2222222222222223	1.3333333333333333	1.5555555555555556	0.3333333333333333	0.4444444444444444
5232	5645	2015-10-25	Bournemouth	Tottenham	1	5	11	14	3	9	1	3	8	15	A	A	0	1	0	0	3.5	3.0	2.25	15	1	1.2222222222222223	0.7777777777777778	2.7777777777777777	0.0	0.3333333333333333	1.2222222222222223	1.8888888888888888	1.7777777777777777	0.0	0.3333333333333333
5233	5646	2015-10-25	Liverpool	Southampton	1	1	15	8	2	3	0	0	8	11	D	D	1	0	0	1	2.1	3.3	3.9	15	0	1.6666666666666667	1.3333333333333333	2.4444444444444446	0.0	0.5555555555555556	0.8888888888888888	1.1111111111111112	2.2222222222222223	0.1111111111111111	0.2222222222222222
5234	5647	2015-10-25	Man United	Man City	0	0	6	6	1	1	0	0	17	13	D	D	2	2	0	0	2.7	3.2	2.88	15	0	2.6666666666666665	0.8888888888888888	2.111111111111111	0.0	0.3333333333333333	1.6666666666666667	0.8888888888888888	1.5555555555555556	0.0	0.2222222222222222
5235	5648	2015-10-25	Sunderland	Newcastle	3	0	9	21	3	8	1	0	12	10	H	H	0	2	0	1	2.62	3.1	3.0	15	0	1.3333333333333333	2.111111111111111	1.8888888888888888	0.2222222222222222	0.4444444444444444	0.8888888888888888	2.111111111111111	2.5555555555555554	0.2222222222222222	0.4444444444444444
5236	5649	2015-10-31	Chelsea	Liverpool	1	3	8	16	2	7	1	1	9	21	A	D	1	4	0	0	2.1	3.2	3.75	15	1	0.9	1.1	2.1	0.1	0.2	1.5	1.9	2.0	0.3	0.5
5237	5650	2015-10-31	Crystal Palace	Man United	0	0	10	5	5	1	0	0	12	15	D	D	3	3	0	0	4.0	3.0	2.1	15	0	1.5	0.8	1.6	0.0	0.2	1.2	1.1	1.8	0.1	0.2
5238	5651	2015-10-31	Man City	Norwich	2	1	21	5	5	3	0	0	4	13	H	D	2	2	0	1	1.29	5.0	12.0	15	0	1.4	2.1	1.3	0.1	0.5	2.4	0.8	2.1	0.0	0.3
5239	5652	2015-10-31	Newcastle	Stoke	0	0	15	9	6	2	0	0	6	16	D	D	1	3	0	0	2.4	3.1	3.1	15	0	0.9	1.2	1.4	0.2	0.2	1.2	2.2	1.9	0.3	0.4
5240	5653	2015-10-31	Swansea	Arsenal	0	3	8	15	3	5	0	0	12	7	A	D	2	0	0	0	5.0	3.5	1.75	15	0	1.8	0.8	1.1	0.2	0.1	1.2	1.2	1.9	0.0	0.3
5241	5654	2015-10-31	Watford	West Ham	2	0	20	8	5	3	1	0	16	12	H	H	3	0	0	1	2.62	3.1	2.8	15	0	2.2	1.3	1.5	0.3	0.4	0.8	1.0	1.6	0.1	0.1
5242	5655	2015-10-31	West Brom	Leicester	2	3	14	13	6	5	1	0	3	11	A	H	0	2	0	0	2.9	3.0	2.62	15	1	2.0	1.7	2.1	0.0	0.5	0.8	1.1	2.3	0.0	0.2
5243	5656	2015-11-01	Everton	Sunderland	6	2	15	17	8	9	2	1	6	5	H	H	3	2	0	0	1.53	3.8	7.0	15	1	1.1	1.9	2.3	0.2	0.4	1.3	1.3	1.6	0.2	0.3
5244	5657	2015-11-01	Southampton	Bournemouth	2	0	11	16	2	2	2	0	5	5	H	H	0	2	1	0	1.57	3.8	6.0	15	0	1.2	2.2	1.6	0.0	0.4	1.6	1.3	2.2	0.1	0.5
5245	5658	2015-11-02	Tottenham	Aston Villa	3	1	17	13	6	2	2	0	6	15	H	H	0	3	0	0	1.44	4.2	8.0	15	1	0.9	1.7	2.0	0.0	0.3	1.6	0.8	2.6	0.0	0.4
5246	5659	2015-11-07	Bournemouth	Newcastle	0	1	20	2	5	1	0	1	9	11	A	A	2	2	0	0	2.25	3.1	3.4	15	0	1.0909090909090908	2.0	1.8181818181818181	0.2727272727272727	0.36363636363636365	1.0909090909090908	2.1818181818181817	1.6363636363636365	0.0	0.36363636363636365
5247	5660	2015-11-07	Leicester	Watford	2	1	12	8	6	4	0	0	10	10	H	D	0	1	0	0	1.83	3.2	4.33	15	0	0.9090909090909091	0.9090909090909091	1.7272727272727273	0.09090909090909091	0.09090909090909091	2.090909090909091	1.7272727272727273	2.090909090909091	0.0	0.5454545454545454
5248	5661	2015-11-07	Man United	West Brom	2	0	13	4	3	0	0	0	11	10	H	D	1	3	0	1	1.36	4.0	12.0	15	0	0.9090909090909091	1.2727272727272727	2.090909090909091	0.0	0.2727272727272727	1.3636363636363635	0.7272727272727273	1.7272727272727273	0.0	0.18181818181818182
5249	5662	2015-11-07	Norwich	Swansea	1	0	9	8	5	0	0	0	12	7	H	D	1	0	0	0	2.5	3.1	2.9	15	0	1.0909090909090908	1.3636363636363635	1.9090909090909092	0.0	0.2727272727272727	1.3636363636363635	2.090909090909091	1.3636363636363635	0.18181818181818182	0.45454545454545453
5250	5663	2015-11-07	Stoke	Chelsea	1	0	8	19	2	4	0	0	13	10	H	D	3	1	0	0	3.75	3.1	2.1	15	0	1.4545454545454546	2.0	1.9090909090909092	0.2727272727272727	0.5454545454545454	0.8181818181818182	1.0909090909090908	1.5454545454545454	0.18181818181818182	0.18181818181818182
5251	5664	2015-11-07	Sunderland	Southampton	0	1	9	11	3	4	0	0	3	7	A	D	1	3	0	0	5.0	3.2	1.8	15	0	1.6363636363636365	1.1818181818181819	2.0	0.18181818181818182	0.45454545454545453	1.1818181818181819	2.272727272727273	2.272727272727273	0.18181818181818182	0.45454545454545453
5252	5665	2015-11-07	West Ham	Everton	1	1	16	13	5	4	1	1	11	12	D	D	1	2	0	0	2.62	3.1	2.8	15	0	1.7272727272727273	1.3636363636363635	1.7272727272727273	0.18181818181818182	0.36363636363636365	2.0	1.3636363636363635	1.3636363636363635	0.36363636363636365	0.36363636363636365
5253	5666	2015-11-08	Arsenal	Tottenham	1	1	10	14	4	4	0	1	12	17	D	A	0	1	0	0	1.75	3.4	5.0	15	0	1.7272727272727273	0.8181818181818182	2.3636363636363638	0.0	0.45454545454545453	1.9090909090909092	0.7272727272727273	1.0	0.18181818181818182	0.09090909090909091
5254	5667	2015-11-08	Aston Villa	Man City	0	0	3	13	0	3	0	0	7	7	D	D	1	1	0	0	8.0	4.0	1.44	15	0	2.3636363636363638	0.8181818181818182	2.090909090909091	0.0	0.2727272727272727	0.9090909090909091	1.8181818181818181	2.090909090909091	0.0	0.36363636363636365
5255	5668	2015-11-08	Liverpool	Crystal Palace	1	2	22	9	4	4	1	1	7	6	A	D	1	2	0	0	1.7	3.2	6.0	15	0	1.0909090909090908	1.0	1.9090909090909092	0.09090909090909091	0.18181818181818182	1.0909090909090908	1.0909090909090908	2.272727272727273	0.09090909090909091	0.2727272727272727
5256	5669	2015-11-21	Chelsea	Norwich	1	0	21	4	7	2	0	0	4	12	H	D	1	4	0	0	1.4	4.5	8.0	15	0	1.3333333333333333	1.9166666666666667	1.3333333333333333	0.16666666666666666	0.4166666666666667	1.3333333333333333	1.9166666666666667	1.8333333333333333	0.25	0.5
5257	5670	2015-11-21	Everton	Aston Villa	4	0	16	10	9	3	3	0	6	9	H	H	0	0	0	0	1.57	3.8	6.0	15	1	0.8333333333333334	1.6666666666666667	2.0	0.0	0.3333333333333333	1.6666666666666667	1.3333333333333333	1.75	0.16666666666666666	0.3333333333333333
5258	5671	2015-11-21	Man City	Liverpool	1	4	11	14	3	9	1	3	5	13	A	A	0	3	0	0	1.7	3.5	5.5	15	1	1.0833333333333333	1.1666666666666667	2.166666666666667	0.08333333333333333	0.25	2.1666666666666665	0.75	2.0	0.0	0.25
5259	5672	2015-11-21	Newcastle	Leicester	0	3	9	18	1	7	0	1	9	12	A	A	4	1	0	0	2.75	3.25	2.6	15	0	2.0833333333333335	1.6666666666666667	1.9166666666666667	0.0	0.5	1.0833333333333333	1.8333333333333333	1.8333333333333333	0.25	0.3333333333333333
5260	5673	2015-11-21	Southampton	Stoke	0	1	16	16	1	4	0	1	8	8	A	A	2	0	0	0	1.62	3.5	6.5	15	0	0.8333333333333334	1.0	1.6666666666666667	0.16666666666666666	0.16666666666666666	1.5833333333333333	1.0833333333333333	2.0833333333333335	0.16666666666666666	0.4166666666666667
5261	5674	2015-11-21	Swansea	Bournemouth	2	2	11	16	4	4	2	2	7	9	D	D	3	2	0	0	1.95	3.1	4.5	15	1	1.0	2.0833333333333335	1.6666666666666667	0.0	0.3333333333333333	1.0	1.3333333333333333	1.75	0.0	0.25
5262	5675	2015-11-21	Watford	Man United	1	2	10	13	5	6	0	1	6	12	A	A	1	2	0	0	4.0	3.1	2.05	15	0	1.4166666666666667	0.6666666666666666	1.6666666666666667	0.0	0.16666666666666666	0.9166666666666666	1.0	1.6666666666666667	0.08333333333333333	0.08333333333333333
5263	5676	2015-11-21	West Brom	Arsenal	2	1	4	11	1	3	2	1	14	10	H	H	3	2	0	0	6.5	4.0	1.53	15	0	1.8333333333333333	0.75	0.9166666666666666	0.16666666666666666	0.08333333333333333	0.8333333333333334	1.3333333333333333	2.1666666666666665	0.08333333333333333	0.25
5264	5677	2015-11-22	Tottenham	West Ham	4	1	22	10	12	4	2	0	13	9	H	H	2	2	0	0	1.6	3.75	6.0	15	1	1.9166666666666667	1.3333333333333333	1.3333333333333333	0.3333333333333333	0.3333333333333333	1.6666666666666667	0.8333333333333334	2.25	0.0	0.4166666666666667
5265	5678	2015-11-23	Crystal Palace	Sunderland	0	1	19	12	7	4	0	0	18	11	A	D	1	3	0	0	1.6	3.4	7.0	15	0	1.0833333333333333	2.166666666666667	2.166666666666667	0.16666666666666666	0.4166666666666667	1.1666666666666667	1.0	1.9166666666666667	0.08333333333333333	0.16666666666666666
5266	5679	2015-11-28	Aston Villa	Watford	2	3	12	14	6	6	1	1	6	13	A	D	2	3	0	0	2.7	3.1	2.7	15	1	0.9230769230769231	1.0769230769230769	1.6153846153846154	0.07692307692307693	0.07692307692307693	0.7692307692307693	1.8461538461538463	1.8461538461538463	0.0	0.38461538461538464
5267	5680	2015-11-28	Bournemouth	Everton	3	3	19	11	10	6	0	2	6	6	D	A	2	0	0	0	2.9	3.2	2.5	15	1	1.8461538461538463	1.2307692307692308	1.6153846153846154	0.15384615384615385	0.38461538461538464	1.0769230769230769	2.076923076923077	1.6923076923076923	0.0	0.38461538461538464
5268	5681	2015-11-28	Crystal Palace	Newcastle	5	1	19	7	8	2	3	1	7	13	H	H	1	1	0	0	1.73	3.5	5.0	15	1	1.0	1.9230769230769231	2.0	0.23076923076923078	0.3076923076923077	1.0769230769230769	1.0	1.8461538461538463	0.07692307692307693	0.15384615384615385
5269	5682	2015-11-28	Leicester	Man United	1	1	7	10	3	2	1	1	5	7	D	D	0	1	0	0	3.1	3.1	2.4	15	0	1.4615384615384615	0.6923076923076923	1.6923076923076923	0.0	0.15384615384615385	2.1538461538461537	1.5384615384615385	1.8461538461538463	0.0	0.46153846153846156
5270	5683	2015-11-28	Man City	Southampton	3	1	16	12	9	8	2	0	14	11	H	H	2	1	0	0	1.57	3.8	6.0	15	1	1.4615384615384615	1.0769230769230769	2.076923076923077	0.15384615384615385	0.38461538461538464	2.076923076923077	1.0	1.8461538461538463	0.0	0.3076923076923077
5271	5684	2015-11-28	Sunderland	Stoke	2	0	18	7	5	3	0	0	4	10	H	D	0	2	0	1	3.1	3.1	2.4	15	0	0.8461538461538461	0.9230769230769231	1.5384615384615385	0.15384615384615385	0.15384615384615385	1.0769230769230769	2.0000000000000004	2.230769230769231	0.15384615384615385	0.38461538461538464
5272	5685	2015-11-29	Liverpool	Swansea	1	0	10	8	2	0	0	0	12	6	H	D	3	1	0	0	1.5	4.0	7.0	15	0	1.0769230769230769	1.3846153846153846	1.8461538461538463	0.0	0.3076923076923077	1.3076923076923077	1.1538461538461537	2.230769230769231	0.07692307692307693	0.3076923076923077
5273	5686	2015-11-29	Norwich	Arsenal	1	1	7	12	2	3	1	1	8	6	D	D	1	1	0	0	5.5	4.0	1.57	15	0	1.7692307692307692	0.8461538461538461	1.0	0.15384615384615385	0.07692307692307693	1.2307692307692308	1.8461538461538463	1.5384615384615385	0.15384615384615385	0.38461538461538464
5274	5687	2015-11-29	Tottenham	Chelsea	0	0	9	5	4	1	0	0	14	9	D	D	4	2	0	0	2.5	3.2	2.9	15	0	1.3076923076923077	1.7692307692307692	1.7692307692307692	0.23076923076923078	0.46153846153846156	1.8461538461538463	0.8461538461538461	2.230769230769231	0.0	0.46153846153846156
5275	5688	2015-11-29	West Ham	West Brom	1	1	17	7	6	3	1	0	15	16	D	H	0	2	0	0	2.05	3.3	3.75	15	0	0.9230769230769231	1.3076923076923077	2.230769230769231	0.07692307692307693	0.23076923076923078	1.8461538461538463	1.5384615384615385	1.3846153846153846	0.3076923076923077	0.38461538461538464
5276	5689	2015-12-05	Arsenal	Sunderland	3	1	16	11	7	4	1	1	7	11	H	D	1	1	0	0	1.29	5.0	12.0	15	1	1.1428571428571428	1.8571428571428577	2.0714285714285716	0.14285714285714285	0.35714285714285715	1.7142857142857142	0.8571428571428571	1.0	0.14285714285714285	0.07142857142857142
5277	5690	2015-12-05	Chelsea	Bournemouth	0	1	19	15	6	5	0	0	10	13	A	D	2	1	0	0	1.36	4.5	9.0	15	0	1.2142857142857142	2.1428571428571432	1.7142857142857142	0.0	0.42857142857142855	1.2142857142857142	1.6428571428571428	1.7857142857142858	0.21428571428571427	0.42857142857142855
5278	5691	2015-12-05	Man United	West Ham	0	0	21	9	1	2	0	0	9	13	D	D	1	0	0	0	1.44	3.8	9.0	15	0	1.7857142857142858	1.5	1.2857142857142858	0.2857142857142857	0.35714285714285715	1.4285714285714286	0.7142857142857143	1.6428571428571428	0.0	0.14285714285714285
5279	5692	2015-12-05	Southampton	Aston Villa	1	1	23	9	5	2	0	1	4	9	D	A	1	2	0	0	1.53	3.6	7.5	15	0	0.8571428571428571	1.9285714285714286	1.8571428571428572	0.0	0.42857142857142855	1.4285714285714286	1.2142857142857142	2.0000000000000004	0.14285714285714285	0.42857142857142855
5280	5693	2015-12-05	Stoke	Man City	2	0	7	11	4	4	2	0	9	10	H	H	0	1	0	0	5.5	3.4	1.7	15	0	2.1428571428571432	1.0	1.8571428571428572	0.0	0.35714285714285715	0.7857142857142857	1.0	1.5714285714285714	0.21428571428571427	0.14285714285714285
5281	5694	2015-12-05	Swansea	Leicester	0	3	10	16	2	5	0	2	3	19	A	A	2	3	0	0	2.8	3.1	2.62	15	0	2.0714285714285716	1.5	1.7142857142857142	0.0	0.42857142857142855	1.0	1.3571428571428572	1.7857142857142858	0.0	0.2857142857142857
5282	5695	2015-12-05	Watford	Norwich	2	0	14	6	7	1	1	0	11	10	H	H	3	3	0	0	2.15	3.1	3.6	15	0	1.2142857142857142	1.7857142857142858	1.5	0.14285714285714285	0.35714285714285715	1.0714285714285714	1.1428571428571428	1.7142857142857142	0.07142857142857142	0.14285714285714285
5283	5696	2015-12-05	West Brom	Tottenham	1	1	11	9	4	3	1	1	13	10	D	D	3	2	0	0	4.5	3.1	1.91	15	0	1.7142857142857142	0.7857142857142857	2.357142857142857	0.0	0.42857142857142855	0.9285714285714286	1.2857142857142858	2.2142857142857144	0.07142857142857142	0.21428571428571427
5284	5697	2015-12-06	Newcastle	Liverpool	2	0	6	10	1	1	0	0	6	10	H	D	3	1	0	0	5.5	3.75	1.62	15	0	1.2857142857142858	1.0714285714285714	2.2857142857142856	0.07142857142857142	0.2857142857142857	1.0	2.142857142857143	1.9285714285714286	0.21428571428571427	0.35714285714285715
5285	5698	2015-12-07	Everton	Crystal Palace	1	1	19	14	4	5	0	0	4	11	D	D	1	2	0	0	2.0	3.3	3.75	15	0	1.3571428571428572	1.0	1.7857142857142858	0.07142857142857142	0.21428571428571427	1.9285714285714286	1.3571428571428572	1.5	0.14285714285714285	0.42857142857142855
5286	5699	2015-12-12	Bournemouth	Man United	2	1	11	11	5	5	1	1	12	12	H	D	2	1	0	0	3.2	3.2	2.3	15	0	1.3333333333333333	0.6666666666666666	1.6	0.0	0.13333333333333333	1.2	2.0000000000000004	1.6666666666666667	0.0	0.4
5287	5700	2015-12-12	Crystal Palace	Southampton	1	0	12	15	5	3	1	0	11	13	H	H	0	0	0	0	2.5	3.1	3.0	15	0	1.4	1.2	1.9333333333333338	0.13333333333333333	0.4	1.3333333333333333	1.0	1.8	0.06666666666666667	0.2
5288	5701	2015-12-12	Man City	Swansea	2	1	13	13	5	7	1	0	13	15	H	H	3	1	0	0	1.33	4.8	10.0	15	0	0.9333333333333333	1.4666666666666666	1.8	0.0	0.26666666666666666	2.0000000000000004	1.0666666666666667	1.8	0.0	0.3333333333333333
5289	5702	2015-12-12	Norwich	Everton	1	1	9	15	2	3	0	1	9	6	D	A	1	0	0	0	2.9	3.2	2.5	15	0	1.8666666666666667	1.3333333333333333	1.4666666666666666	0.13333333333333333	0.4	1.1333333333333333	1.8	1.6	0.13333333333333333	0.3333333333333333
5290	5703	2015-12-12	Sunderland	Watford	0	1	14	13	2	6	0	1	6	9	A	A	1	0	0	0	2.75	3.0	2.75	15	0	1.1333333333333333	1.0666666666666667	1.8	0.06666666666666667	0.13333333333333333	1.1333333333333333	1.9333333333333338	2.0000000000000004	0.13333333333333333	0.4
5291	5704	2015-12-12	West Ham	Stoke	0	0	22	12	9	3	0	0	7	9	D	D	1	2	0	0	2.62	3.1	2.8	15	0	0.8666666666666667	0.9333333333333333	1.4666666666666666	0.2	0.13333333333333333	1.6666666666666667	1.4	1.2	0.26666666666666666	0.3333333333333333
5292	5705	2015-12-13	Aston Villa	Arsenal	0	2	18	8	2	4	0	2	8	7	A	A	0	0	0	0	6.5	3.75	1.57	15	0	1.8	0.8666666666666667	1.0	0.13333333333333333	0.13333333333333333	0.8666666666666667	1.8666666666666667	1.8666666666666667	0.0	0.4
5293	5706	2015-12-13	Liverpool	West Brom	2	2	28	4	8	2	1	1	7	10	D	D	0	0	0	0	1.4	4.33	9.0	15	1	0.9333333333333333	1.2666666666666666	2.2666666666666666	0.06666666666666667	0.2	1.2	1.1333333333333333	2.2	0.06666666666666667	0.26666666666666666
5294	5707	2015-12-13	Tottenham	Newcastle	1	2	20	8	8	4	1	0	13	14	A	H	2	2	0	0	1.4	4.33	9.0	15	0	1.0666666666666667	2.0	2.0	0.2	0.3333333333333333	1.6666666666666667	0.8	2.3333333333333335	0.0	0.4
5295	5708	2015-12-14	Leicester	Chelsea	2	1	9	11	5	5	1	0	16	8	H	H	2	0	0	0	3.2	3.2	2.3	15	0	1.1333333333333333	1.6	1.8	0.2	0.4	2.1333333333333333	1.4	1.8	0.0	0.4
5296	5709	2015-12-19	Chelsea	Sunderland	3	1	17	11	7	3	2	0	12	12	H	H	1	3	0	0	1.3	5.0	11.0	15	1	1.0625	1.8750000000000004	1.9375000000000004	0.125	0.375	1.125	1.625	1.6875	0.1875	0.375
5297	5710	2015-12-19	Everton	Leicester	2	3	13	10	5	5	1	1	6	14	A	D	2	1	0	0	2.1	3.3	3.5	15	1	2.125	1.375	1.8125	0.0	0.375	1.8125	1.3125	1.375	0.125	0.375
5298	5711	2015-12-19	Man United	Norwich	1	2	11	6	2	4	0	1	4	10	A	A	0	2	0	0	1.44	4.2	8.0	15	0	1.125	1.75	1.5625	0.125	0.3125	1.3125	0.75	1.5625	0.0	0.125
5299	5712	2015-12-19	Newcastle	Aston Villa	1	1	8	10	4	7	1	0	9	14	D	H	1	3	0	0	2.0	3.2	4.0	15	0	0.8125	1.875	1.75	0.0	0.375	1.125	1.9375	2.0	0.1875	0.3125
5300	5713	2015-12-19	Southampton	Tottenham	0	2	11	13	4	6	0	2	18	9	A	A	1	1	0	0	2.7	3.1	2.7	15	0	1.625	0.875	2.3125	0.0	0.375	1.3125	1.1875	1.8125000000000004	0.125	0.375
5301	5714	2015-12-19	Stoke	Crystal Palace	1	2	26	12	5	3	0	1	6	12	A	A	2	0	0	0	2.4	3.1	3.1	15	0	1.3125	0.9375	1.6875	0.0625	0.1875	0.8125	0.875	1.5	0.1875	0.125
5302	5715	2015-12-19	West Brom	Bournemouth	1	2	6	16	2	7	0	0	12	9	A	D	2	1	2	0	2.6	3.1	2.8	15	0	1.25	1.9375000000000004	1.6875	0.0	0.375	1.0	1.3125	2.125	0.0625	0.25
5303	5716	2015-12-20	Swansea	West Ham	0	0	21	11	2	2	0	0	6	9	D	D	0	1	0	0	2.15	3.25	3.5	15	0	1.5625	1.3125	1.1875	0.25	0.3125	0.9375	1.5	1.75	0.0	0.25
5304	5717	2015-12-20	Watford	Liverpool	3	0	6	12	5	4	2	0	6	9	H	H	1	0	0	0	4.0	3.2	2.0	15	0	1.25	1.1875	2.0625	0.0625	0.3125	1.125	1.0	1.6875	0.0625	0.125
5305	5718	2015-12-21	Arsenal	Man City	2	1	8	20	5	6	2	0	5	16	H	H	0	2	0	0	2.4	3.1	3.1	15	0	2.0000000000000004	1.0625	1.875	0.0	0.3125	1.8125	0.8125	0.9375	0.125	0.125
5306	5719	2015-12-26	Aston Villa	West Ham	1	1	5	10	8	4	0	1	14	13	D	A	3	3	0	0	2.7	3.1	2.7	15	0	1.4705882352941178	1.2352941176470589	1.1764705882352942	0.23529411764705882	0.29411764705882354	0.8235294117647058	1.8235294117647058	1.8235294117647058	0.0	0.35294117647058826
5307	5720	2015-12-26	Bournemouth	Crystal Palace	0	0	10	8	4	0	0	0	10	13	D	D	1	0	0	0	2.5	3.2	2.9	15	0	1.3529411764705883	0.9411764705882353	1.588235294117647	0.058823529411764705	0.17647058823529413	1.2941176470588236	1.882352941176471	1.6470588235294117	0.0	0.35294117647058826
5308	5721	2015-12-26	Chelsea	Watford	2	2	17	12	2	3	1	1	7	15	D	D	1	4	0	0	1.44	4.2	8.0	15	1	1.2352941176470589	0.9411764705882353	1.6470588235294117	0.058823529411764705	0.11764705882352941	1.2352941176470589	1.588235294117647	1.6470588235294117	0.17647058823529413	0.4117647058823529
5309	5722	2015-12-26	Liverpool	Leicester	1	0	25	7	4	3	0	0	11	8	H	D	2	1	0	0	1.95	3.5	3.8	15	0	2.176470588235294	1.411764705882353	1.7647058823529411	0.0	0.4117647058823529	1.1764705882352942	1.2941176470588236	1.9411764705882353	0.058823529411764705	0.29411764705882354
5310	5723	2015-12-26	Man City	Sunderland	4	1	19	11	9	3	3	0	10	11	H	H	1	1	0	0	1.22	6.0	13.0	15	1	1.0588235294117647	1.9411764705882357	2.0000000000000004	0.11764705882352941	0.4117647058823529	1.9411764705882357	1.1176470588235294	1.8823529411764706	0.0	0.29411764705882354
5311	5724	2015-12-26	Newcastle	Everton	0	1	10	20	1	7	0	0	16	12	A	D	2	2	0	0	3.25	3.3	2.25	15	0	1.8235294117647058	1.411764705882353	1.411764705882353	0.11764705882352941	0.4117647058823529	1.1176470588235294	1.8823529411764706	1.9411764705882353	0.17647058823529413	0.29411764705882354
5312	5725	2015-12-26	Southampton	Arsenal	4	0	15	7	5	4	1	0	10	9	H	H	1	0	0	0	3.6	3.3	2.1	15	1	1.8235294117647058	0.8235294117647058	0.8823529411764706	0.11764705882352941	0.11764705882352941	1.2352941176470589	1.2352941176470589	1.7647058823529416	0.11764705882352941	0.35294117647058826
5313	5726	2015-12-26	Stoke	Man United	2	0	13	11	3	6	2	0	13	16	H	H	1	2	0	0	3.1	3.1	2.4	15	0	1.2941176470588236	0.8235294117647058	1.4705882352941178	0.0	0.11764705882352941	0.8235294117647058	0.9411764705882353	1.5294117647058822	0.17647058823529413	0.11764705882352941
5314	5727	2015-12-26	Swansea	West Brom	1	0	7	9	2	3	1	0	10	13	H	H	1	3	0	0	2.05	3.1	4.0	15	0	1.0	1.3529411764705883	2.1176470588235294	0.17647058823529413	0.23529411764705882	0.8823529411764706	1.411764705882353	1.6470588235294117	0.0	0.23529411764705882
5315	5728	2015-12-26	Tottenham	Norwich	3	0	15	11	10	3	2	0	4	13	H	H	1	2	0	0	1.44	4.2	8.0	15	0	1.1764705882352942	1.7058823529411764	1.588235294117647	0.11764705882352941	0.29411764705882354	1.6470588235294117	0.8235294117647058	2.235294117647059	0.0	0.35294117647058826
5316	5729	2015-12-28	Arsenal	Bournemouth	2	0	13	10	6	3	1	0	7	8	H	H	2	0	0	0	1.36	4.8	8.5	15	0	1.2222222222222223	1.7777777777777781	1.6111111111111112	0.0	0.3333333333333333	1.7222222222222223	1.0	0.8333333333333334	0.1111111111111111	0.16666666666666666
5317	5730	2015-12-28	Crystal Palace	Swansea	0	0	10	5	2	3	0	0	11	16	D	D	3	2	0	0	1.91	3.5	4.0	15	0	0.8888888888888888	1.3333333333333333	1.6111111111111112	0.0	0.2222222222222222	1.2777777777777777	0.8888888888888888	1.5	0.05555555555555555	0.16666666666666666
