,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HTHG,HTAG,HF,AF,FTR,HTR,HY,AY,HR,AR,WHH,WHD,WHA,Season,watch,AGS,AGA,AYC,ARC,AWW,HGS,HGA,HYC,HRC,HWW,HP,AP
4634,2014-01-29,Chelsea,West Ham,0,0,39,1,9,1,0,0,12,11,D,D,1,3,0,0,1.2,6.0,17.0,13,0,1.0,1.5,1.6363636363636365,0.18181818181818185,0.3636363636363637,1.9545454545454544,0.9090909090909092,1.5,0.045454545454545456,0.3181818181818182,46,15
4635,2014-01-29,Sunderland,Stoke,1,0,16,14,6,5,1,0,16,15,H,H,2,2,0,1,2.1,3.2,3.6,13,0,1.0,1.6363636363636365,2.136363636363636,0.09090909090909093,0.3181818181818182,0.9545454545454546,1.6363636363636365,1.5,0.2272727272727273,0.3636363636363637,18,22
4636,2014-01-29,Tottenham,Man City,1,5,4,24,2,10,0,1,11,10,A,A,1,4,1,0,3.6,3.5,2.0,13,1,2.8636363636363638,1.1363636363636365,1.7272727272727273,0.0,0.5909090909090909,1.318181818181818,1.181818181818182,1.7727272727272727,0.045454545454545456,0.2272727272727273,40,47
4637,2014-02-01,Cardiff,Norwich,2,1,14,27,5,6,0,1,8,9,H,A,1,4,0,0,2.3,3.1,3.3,13,0,0.7826086956521741,1.5217391304347827,1.3478260869565215,0.08695652173913042,0.2608695652173913,0.7391304347826086,1.7391304347826086,1.2173913043478264,0.0,0.2608695652173913,18,23
4638,2014-02-01,Everton,Aston Villa,2,1,13,4,6,1,0,1,4,18,H,A,1,0,0,0,1.53,3.75,7.0,13,0,1.1304347826086956,1.391304347826087,2.3043478260869565,0.0,0.2608695652173913,1.5217391304347827,1.0434782608695652,1.6521739130434785,0.043478260869565216,0.3478260869565217,41,24
4639,2014-02-01,Fulham,Southampton,0,3,8,17,4,5,0,0,10,9,A,D,0,3,0,0,3.3,3.2,2.25,13,0,1.3478260869565215,1.173913043478261,1.6521739130434785,0.0,0.2608695652173913,0.9565217391304348,2.1739130434782608,1.4347826086956519,0.0,0.3478260869565217,16,29
4640,2014-02-01,Hull,Tottenham,1,1,9,19,4,3,1,0,13,9,D,H,1,1,0,0,4.0,3.1,2.05,13,0,1.3043478260869563,1.3478260869565215,1.7391304347826086,0.08695652173913042,0.2608695652173913,0.9565217391304348,1.2608695652173914,1.5217391304347827,0.13043478260869565,0.21739130434782608,23,40
4641,2014-02-01,Newcastle,Sunderland,0,3,28,16,10,5,0,2,18,13,A,A,2,2,0,0,1.95,3.3,4.0,13,0,0.9565217391304348,1.5652173913043481,1.5217391304347827,0.21739130434782608,0.3478260869565217,1.391304347826087,1.2173913043478262,1.391304347826087,0.17391304347826084,0.2608695652173913,37,21
4642,2014-02-01,Stoke,Man United,2,1,13,19,6,4,1,0,18,7,H,H,2,2,0,0,7.0,3.5,1.57,13,0,1.6521739130434785,1.173913043478261,1.9130434782608696,0.08695652173913042,0.39130434782608703,0.9565217391304348,1.608695652173913,2.130434782608696,0.13043478260869565,0.3043478260869565,22,37
4643,2014-02-01,West Ham,Swansea,2,0,11,20,4,0,2,0,7,7,H,H,1,0,1,0,2.8,3.1,2.62,13,0,1.2608695652173914,1.4347826086956519,1.7826086956521738,0.043478260869565216,0.2608695652173913,0.9565217391304348,1.4347826086956519,1.6956521739130437,0.17391304347826084,0.3478260869565217,16,24
4644,2014-02-02,Arsenal,Crystal Palace,2,0,11,10,6,2,0,0,9,14,H,D,1,2,0,0,1.22,5.5,15.0,13,0,0.6521739130434783,1.3478260869565215,1.2173913043478262,0.08695652173913042,0.13043478260869565,1.956521739130435,0.9130434782608696,1.4347826086956519,0.13043478260869565,0.3478260869565217,52,23
4645,2014-02-02,West Brom,Liverpool,1,1,12,12,4,3,0,1,13,15,D,A,4,2,0,0,6.0,3.4,1.67,13,0,2.4782608695652173,1.2173913043478262,1.3478260869565215,0.0,0.6521739130434783,1.173913043478261,1.4347826086956519,1.826086956521739,0.0,0.2608695652173913,22,43
4646,2014-02-03,Man City,Chelsea,0,1,25,18,3,6,0,1,11,13,A,A,3,3,0,0,1.85,3.3,4.5,13,0,1.8695652173913044,0.8695652173913043,1.4782608695652173,0.043478260869565216,0.3043478260869565,2.9565217391304346,1.1304347826086958,1.826086956521739,0.0,0.6086956521739131,50,47
4647,2014-02-08,Aston Villa,West Ham,0,2,16,10,1,2,0,0,9,8,A,D,0,2,0,0,2.15,3.0,3.75,13,0,1.0,1.375,1.6666666666666667,0.20833333333333331,0.3333333333333333,1.1249999999999998,1.4166666666666667,2.208333333333333,0.0,0.25,24,19
4648,2014-02-08,Chelsea,Newcastle,3,0,18,12,8,6,2,0,7,10,H,H,0,3,0,0,1.25,5.0,15.0,13,1,1.3333333333333333,1.2916666666666667,1.4166666666666667,0.16666666666666666,0.25,1.8333333333333333,0.8333333333333334,1.5416666666666667,0.04166666666666666,0.2916666666666667,50,37
4649,2014-02-08,Crystal Palace,West Brom,3,1,10,16,6,6,2,0,13,13,H,H,0,3,0,0,2.6,3.1,2.8,13,1,1.1666666666666667,1.4166666666666667,1.9166666666666667,0.0,0.25,0.625,1.375,1.25,0.08333333333333333,0.125,23,23
4650,2014-02-08,Liverpool,Arsenal,5,1,22,11,12,6,4,0,14,14,H,H,1,2,0,0,2.2,3.1,3.5,13,1,1.9583333333333337,0.875,1.4166666666666667,0.125,0.3333333333333333,2.4166666666666665,1.2083333333333333,1.375,0.0,0.625,44,55
4651,2014-02-08,Norwich,Man City,0,0,7,15,2,2,0,0,7,6,D,D,2,1,0,0,10.0,4.33,1.36,13,0,2.833333333333333,1.1250000000000002,1.875,0.0,0.5833333333333334,0.7916666666666666,1.5416666666666667,1.458333333333333,0.08333333333333333,0.25,23,50
4652,2014-02-08,Southampton,Stoke,2,2,17,5,5,4,2,2,7,14,D,D,0,4,0,0,1.53,3.6,7.5,13,1,1.0,1.5833333333333333,2.125,0.125,0.2916666666666667,1.4166666666666663,1.1250000000000002,1.7083333333333333,0.0,0.25,32,25
4653,2014-02-08,Sunderland,Hull,0,2,7,25,3,9,0,1,12,16,A,A,1,3,1,0,2.15,3.0,3.75,13,0,0.9583333333333334,1.25,1.5,0.125,0.20833333333333331,1.0416666666666667,1.5,1.5416666666666667,0.20833333333333331,0.3333333333333333,24,24
4654,2014-02-08,Swansea,Cardiff,3,0,17,7,6,1,0,0,7,8,H,D,1,1,0,0,1.85,3.2,4.8,13,0,0.7916666666666666,1.7083333333333333,1.2083333333333337,0.0,0.25,1.2083333333333333,1.4583333333333333,1.7083333333333333,0.04166666666666666,0.25,24,21
4655,2014-02-09,Man United,Fulham,2,2,31,6,9,3,0,1,3,6,D,A,0,0,0,0,1.22,5.0,21.0,13,1,0.9166666666666666,2.208333333333333,1.375,0.0,0.3333333333333333,1.625,1.2083333333333337,1.9166666666666667,0.08333333333333333,0.375,37,16
4656,2014-02-09,Tottenham,Everton,1,0,8,11,2,3,0,0,9,13,H,D,1,0,0,0,2.15,3.0,3.75,13,0,1.5416666666666667,1.0416666666666667,1.625,0.04166666666666666,0.3333333333333333,1.2916666666666667,1.3333333333333333,1.7083333333333333,0.08333333333333333,0.25,41,44
4657,2014-02-11,Cardiff,Aston Villa,0,0,12,18,3,6,0,0,5,9,D,D,0,0,0,0,2.5,3.1,2.9,13,0,1.0799999999999996,1.44,2.12,0.0,0.24,0.76,1.76,1.2000000000000002,0.0,0.24,21,24
4658,2014-02-11,Hull,Southampton,0,1,12,16,4,7,0,0,6,8,A,D,0,3,0,0,2.8,3.1,2.6,13,0,1.4399999999999995,1.1600000000000004,1.64,0.0,0.28,1.0,1.2,1.56,0.12,0.2,27,33
4659,2014-02-11,West Brom,Chelsea,1,1,12,15,1,4,0,1,9,13,D,A,3,4,0,0,7.0,4.0,1.5,13,0,1.88,0.8,1.48,0.04,0.32,1.16,1.48,1.96,0.0,0.28,23,53
4660,2014-02-11,West Ham,Norwich,2,0,12,13,7,6,0,0,12,16,H,D,1,3,0,0,2.05,3.2,3.75,13,0,0.76,1.48,1.4799999999999998,0.08,0.24,1.04,1.32,1.68,0.2,0.32,22,24
4661,2014-02-12,Arsenal,Man United,0,0,17,6,5,2,0,0,10,14,D,D,1,2,0,0,2.15,3.1,3.6,13,0,1.64,1.2400000000000002,1.84,0.08,0.4,1.9200000000000004,1.04,1.44,0.12,0.36,55,38
4662,2014-02-12,Fulham,Liverpool,2,3,10,21,3,7,1,1,7,9,A,D,4,3,0,0,7.0,4.33,1.44,13,1,2.52,1.2,1.36,0.0,0.64,0.96,2.2,1.32,0.0,0.36,17,47
4663,2014-02-12,Newcastle,Tottenham,0,4,13,15,5,8,0,1,6,11,A,A,0,0,0,0,3.2,3.1,2.38,13,1,1.28,1.28,1.68,0.08,0.24,1.28,1.36,1.48,0.16,0.28,37,44
4664,2014-02-12,Stoke,Swansea,1,1,7,13,4,3,1,0,11,12,D,H,2,2,0,0,2.7,3.1,2.7,13,0,1.28,1.4,1.68,0.04,0.24,1.04,1.6,2.2,0.12,0.32,26,27
4665,2014-02-22,Arsenal,Sunderland,4,1,12,7,9,3,3,0,10,11,H,H,0,1,0,0,1.33,4.5,11.0,13,1,1.0,1.52,1.52,0.24,0.32,1.8461538461538465,1.0,1.4230769230769231,0.1153846153846154,0.3461538461538461,56,24
4666,2014-02-22,Cardiff,Hull,0,4,23,12,5,6,0,2,4,11,A,A,1,1,0,0,2.7,3.1,2.7,13,1,0.9615384615384616,1.1923076923076923,1.5,0.1153846153846154,0.19230769230769232,0.7307692307692307,1.6923076923076923,1.153846153846154,0.0,0.2307692307692308,22,27
4667,2014-02-22,Chelsea,Everton,1,0,25,8,8,2,0,0,15,12,H,D,1,2,0,0,1.6,3.4,7.0,13,0,1.48,1.04,1.56,0.04,0.32,1.8461538461538465,0.8076923076923077,1.5769230769230769,0.038461538461538464,0.3076923076923077,54,44
4668,2014-02-22,Crystal Palace,Man United,0,2,15,14,6,5,0,0,12,10,A,D,0,2,0,0,6.0,3.6,1.62,13,0,1.5769230769230769,1.1923076923076923,1.8461538461538465,0.07692307692307693,0.38461538461538464,0.72,1.36,1.2,0.08,0.16,26,39
4669,2014-02-22,Man City,Stoke,1,0,19,7,7,2,0,0,16,13,H,D,3,1,0,0,1.2,6.0,15.0,13,0,1.0384615384615383,1.5769230769230769,2.1923076923076925,0.1153846153846154,0.3076923076923077,2.72,1.0800000000000003,1.84,0.0,0.56,51,27
4670,2014-02-22,West Brom,Fulham,1,1,16,7,5,3,0,1,13,15,D,A,3,3,0,0,1.8,3.5,4.5,13,0,1.0,2.230769230769231,1.4230769230769231,0.0,0.38461538461538464,1.1538461538461535,1.4615384615384617,2.0,0.0,0.2692307692307693,24,17
4671,2014-02-22,West Ham,Southampton,3,1,10,25,5,5,2,1,10,8,H,H,0,1,0,0,3.0,3.0,2.5,13,1,1.4230769230769231,1.115384615384616,1.6923076923076923,0.0,0.2692307692307693,1.0769230769230769,1.2692307692307692,1.6538461538461535,0.19230769230769232,0.3076923076923077,25,36
4672,2014-02-23,Liverpool,Swansea,4,3,21,14,10,5,3,2,9,11,H,H,1,0,0,0,1.3,5.0,11.0,13,1,1.2692307692307692,1.3846153846153846,1.6923076923076923,0.038461538461538464,0.2307692307692308,2.5384615384615383,1.2307692307692308,1.4230769230769231,0.0,0.6538461538461539,50,28
4673,2014-02-23,Newcastle,Aston Villa,1,0,23,10,5,2,0,0,12,10,H,D,2,2,0,0,2.15,3.1,3.6,13,0,1.0384615384615379,1.3846153846153846,2.0384615384615383,0.0,0.2307692307692308,1.2307692307692308,1.4615384615384617,1.4230769230769231,0.15384615384615385,0.3076923076923077,37,25
4674,2014-02-23,Norwich,Tottenham,1,0,13,9,3,2,0,0,8,15,H,D,1,3,0,0,3.5,3.3,2.1,13,0,1.3846153846153846,1.2307692307692308,1.6153846153846154,0.07692307692307693,0.2692307692307692,0.7307692307692307,1.5,1.5384615384615379,0.07692307692307693,0.2307692307692308,24,47
4675,2014-03-01,Everton,West Ham,1,0,22,6,3,1,0,0,9,8,H,D,1,1,0,0,1.57,3.5,7.0,13,0,1.148148148148148,1.2592592592592593,1.5925925925925926,0.1851851851851852,0.3333333333333333,1.4230769230769231,1.0384615384615383,1.5769230769230769,0.038461538461538464,0.3076923076923077,44,28
4676,2014-03-01,Fulham,Chelsea,1,3,7,17,3,8,0,0,14,13,A,D,2,1,0,0,8.0,4.0,1.44,13,1,1.8148148148148149,0.7777777777777778,1.5555555555555556,0.037037037037037035,0.2962962962962963,1.0,2.185185185185185,1.4814814814814814,0.0,0.3703703703703704,18,57
4677,2014-03-01,Hull,Newcastle,1,4,13,17,3,7,0,2,13,10,A,A,3,2,0,0,2.4,3.1,3.1,13,1,1.2222222222222223,1.4074074074074074,1.4444444444444444,0.14814814814814814,0.2962962962962963,1.0740740740740742,1.148148148148148,1.4814814814814814,0.1111111111111111,0.2222222222222222,30,40
4678,2014-03-01,Southampton,Liverpool,0,3,13,12,2,5,0,1,10,6,A,A,1,2,0,0,3.75,3.1,2.1,13,0,2.592592592592593,1.2962962962962965,1.4074074074074074,0.0,0.6666666666666666,1.4074074074074072,1.1851851851851858,1.6666666666666667,0.0,0.2962962962962963,36,53
4679,2014-03-02,Aston Villa,Norwich,4,1,10,7,4,4,4,1,12,10,H,H,0,3,0,0,2.15,3.2,3.5,13,1,0.7407407407407407,1.4444444444444444,1.5185185185185182,0.07407407407407407,0.2222222222222222,0.9999999999999996,1.3703703703703705,2.0370370370370368,0.0,0.2222222222222222,25,27
4680,2014-03-02,Swansea,Crystal Palace,1,1,7,7,5,4,1,0,8,11,D,H,1,4,1,0,1.83,3.1,5.0,13,0,0.6923076923076923,1.3846153846153846,1.1538461538461535,0.07692307692307693,0.15384615384615385,1.3333333333333333,1.4814814814814814,1.6296296296296295,0.037037037037037035,0.25925925925925924,28,26
4681,2014-03-02,Tottenham,Cardiff,1,0,15,8,6,2,1,0,11,12,H,H,1,3,0,0,1.36,4.2,11.0,13,0,0.7037037037037037,1.7777777777777777,1.1481481481481484,0.0,0.25925925925925924,1.3333333333333333,1.2222222222222223,1.6666666666666667,0.07407407407407407,0.25925925925925924,47,22
4682,2014-03-08,Cardiff,Fulham,3,1,19,14,9,6,1,0,9,12,H,H,1,0,0,0,2.4,3.1,3.1,13,1,1.0,2.2142857142857144,1.5,0.0,0.3928571428571429,0.6785714285714286,1.75,1.2142857142857146,0.0,0.25,22,18
4683,2014-03-08,Chelsea,Tottenham,4,0,12,6,4,2,0,0,11,18,H,D,2,3,0,1,1.6,3.4,7.0,13,1,1.3214285714285714,1.1785714285714286,1.6428571428571428,0.07142857142857142,0.25,1.8571428571428568,0.7857142857142857,1.5357142857142858,0.03571428571428571,0.32142857142857145,60,50
4684,2014-03-08,Crystal Palace,Southampton,0,1,6,11,1,3,0,1,14,18,A,A,1,5,0,0,3.5,3.1,2.2,13,0,1.357142857142857,1.2500000000000004,1.6428571428571428,0.0,0.2857142857142857,0.7037037037037037,1.3703703703703705,1.2592592592592593,0.07407407407407407,0.14814814814814814,27,36
4685,2014-03-08,Norwich,Stoke,1,1,13,6,5,3,0,0,9,12,D,D,0,2,0,1,2.3,3.1,3.3,13,0,1.0000000000000002,1.5,2.178571428571429,0.10714285714285714,0.2857142857142857,0.75,1.5357142857142858,1.5714285714285712,0.07142857142857142,0.25,27,27
4686,2014-03-08,West Brom,Man United,0,3,14,14,3,5,0,1,11,10,A,A,1,2,0,0,4.8,3.2,1.83,13,0,1.5925925925925926,1.1481481481481484,1.851851851851852,0.07407407407407407,0.3703703703703704,1.148148148148148,1.4444444444444444,2.0370370370370368,0.0,0.2592592592592593,25,42
4687,2014-03-15,Aston Villa,Chelsea,1,0,13,15,4,2,0,0,14,8,H,D,4,0,0,2,7.0,3.75,1.53,13,0,1.9310344827586208,0.7586206896551724,1.5517241379310345,0.03448275862068965,0.3448275862068966,1.1071428571428568,1.3571428571428572,1.9642857142857144,0.0,0.25,28,63
4688,2014-03-15,Everton,Cardiff,2,1,19,10,6,3,0,0,10,10,H,D,1,3,0,0,1.36,4.33,10.0,13,0,0.7586206896551724,1.7241379310344829,1.206896551724138,0.0,0.27586206896551724,1.4074074074074074,1.0000000000000002,1.5555555555555556,0.037037037037037035,0.2962962962962963,47,25
4689,2014-03-15,Fulham,Newcastle,1,0,12,12,3,3,0,0,11,6,H,D,1,0,0,0,2.8,3.2,2.5,13,0,1.3214285714285714,1.3928571428571428,1.4642857142857142,0.14285714285714285,0.32142857142857145,1.0,2.2413793103448274,1.4482758620689655,0.0,0.4137931034482759,18,43
4690,2014-03-15,Southampton,Norwich,4,2,16,6,6,3,1,0,11,17,H,H,1,2,0,0,1.62,3.6,6.0,13,1,0.7586206896551724,1.5172413793103448,1.5172413793103443,0.06896551724137931,0.2413793103448276,1.3448275862068964,1.2068965517241383,1.7586206896551724,0.0,0.27586206896551724,39,28
4691,2014-03-15,Stoke,West Ham,3,1,17,8,9,2,1,1,13,13,H,D,1,1,0,0,2.3,3.0,3.4,13,1,1.1071428571428572,1.25,1.5714285714285714,0.17857142857142858,0.32142857142857145,1.0000000000000002,1.4827586206896552,2.1724137931034484,0.13793103448275862,0.27586206896551724,28,28
4692,2014-03-15,Swansea,West Brom,1,2,15,13,4,4,1,0,7,13,A,H,1,3,0,0,1.95,3.2,4.2,13,0,1.1071428571428568,1.5,2.0000000000000004,0.0,0.2500000000000001,1.3214285714285714,1.4642857142857142,1.6071428571428572,0.07142857142857142,0.25,29,25
4693,2014-03-16,Man United,Liverpool,0,3,13,17,1,7,0,1,13,12,A,A,1,4,1,0,2.5,3.0,3.0,13,0,2.607142857142857,1.25,1.4285714285714286,0.0,0.6428571428571429,1.6428571428571428,1.1071428571428574,1.8571428571428568,0.07142857142857142,0.35714285714285715,45,56
4694,2014-03-16,Tottenham,Arsenal,0,1,17,7,2,3,0,1,18,11,A,A,5,3,0,0,3.2,3.0,2.4,13,0,1.8571428571428572,1.0,1.3571428571428572,0.10714285714285714,0.35714285714285715,1.2758620689655171,1.2758620689655171,1.6896551724137931,0.10344827586206896,0.27586206896551724,50,59
4695,2014-03-22,Cardiff,Liverpool,3,6,9,19,3,9,2,2,14,11,A,D,2,3,0,0,8.0,4.5,1.4,13,1,2.6206896551724137,1.206896551724138,1.5172413793103448,0.0,0.6206896551724138,0.7666666666666667,1.7333333333333334,1.2666666666666668,0.0,0.26666666666666666,25,59
4696,2014-03-22,Chelsea,Arsenal,6,0,21,12,11,5,4,0,14,8,H,H,0,1,0,1,1.91,3.1,4.5,13,1,1.8275862068965518,0.9655172413793104,1.4137931034482758,0.10344827586206896,0.3448275862068966,1.8666666666666667,0.7666666666666667,1.5,0.1,0.3333333333333333,63,62
4697,2014-03-22,Everton,Swansea,3,2,9,21,6,7,1,1,9,6,H,D,0,0,0,0,1.67,3.4,6.0,13,1,1.3103448275862069,1.4827586206896552,1.5862068965517242,0.06896551724137931,0.2413793103448276,1.4285714285714286,1.0000000000000002,1.5357142857142858,0.03571428571428571,0.2857142857142857,50,29
4698,2014-03-22,Hull,West Brom,2,0,12,17,5,4,2,0,18,13,H,H,2,0,0,0,2.25,3.0,3.5,13,0,1.137931034482759,1.4827586206896552,2.03448275862069,0.0,0.24137931034482765,1.03448275862069,1.2758620689655171,1.5517241379310345,0.10344827586206896,0.2413793103448276,30,28
4699,2014-03-22,Man City,Fulham,5,0,22,6,12,0,1,0,8,15,H,H,0,3,0,1,1.17,6.5,17.0,13,1,1.0,2.1666666666666665,1.4333333333333331,0.0,0.4,2.6296296296296298,1.0000000000000002,1.8888888888888888,0.037037037037037035,0.5185185185185186,54,21
4700,2014-03-22,Newcastle,Crystal Palace,1,0,21,8,8,1,0,0,4,8,H,D,0,1,0,0,1.91,3.1,4.5,13,0,0.6551724137931034,1.3103448275862069,1.3448275862068966,0.06896551724137931,0.13793103448275862,1.2758620689655171,1.3793103448275863,1.4137931034482758,0.13793103448275862,0.3103448275862069,43,27
4701,2014-03-22,Norwich,Sunderland,2,0,14,10,8,2,2,0,16,20,H,H,2,4,0,1,2.25,3.0,3.5,13,0,0.9629629629629628,1.5555555555555556,1.5925925925925926,0.2222222222222222,0.3333333333333333,0.8,1.6,1.5333333333333332,0.06666666666666668,0.26666666666666666,28,24
4702,2014-03-22,West Ham,Man United,0,2,10,16,1,7,0,2,8,8,A,A,2,1,0,0,4.5,3.1,1.91,13,0,1.5862068965517242,1.1724137931034486,1.827586206896552,0.10344827586206896,0.3448275862068966,1.1034482758620692,1.3103448275862069,1.5517241379310345,0.1724137931034483,0.3448275862068966,28,45
4703,2014-03-23,Aston Villa,Stoke,1,4,12,10,3,5,1,3,16,10,A,A,5,1,0,0,2.2,3.2,3.4,13,1,1.0666666666666669,1.4666666666666666,2.1333333333333333,0.13333333333333333,0.3,1.1034482758620685,1.3103448275862069,2.03448275862069,0.0,0.2413793103448276,31,31
4704,2014-03-23,Tottenham,Southampton,3,2,15,12,6,4,1,2,9,9,H,A,1,2,0,0,2.25,3.0,3.5,13,1,1.4333333333333331,1.2333333333333338,1.7333333333333334,0.0,0.3,1.2333333333333334,1.2666666666666666,1.8,0.1,0.26666666666666666,50,42
4705,2014-03-25,Arsenal,Swansea,2,2,13,8,4,2,0,1,11,12,D,A,0,1,0,0,1.6,3.75,6.0,13,1,1.3333333333333333,1.5333333333333334,1.5333333333333334,0.06666666666666668,0.26666666666666666,1.7666666666666668,1.1333333333333333,1.4,0.13333333333333333,0.36666666666666653,62,29
4706,2014-03-25,Man United,Man City,0,3,10,13,4,4,0,1,12,8,A,A,2,2,0,0,3.4,3.3,2.15,13,0,2.7142857142857144,0.9642857142857144,1.8214285714285716,0.03571428571428571,0.5357142857142858,1.6,1.1333333333333335,1.8,0.1,0.3333333333333333,48,57
4707,2014-03-25,Newcastle,Everton,0,3,16,8,3,6,0,1,8,10,A,A,0,1,0,0,3.3,3.2,2.25,13,0,1.4827586206896552,1.03448275862069,1.4827586206896552,0.03448275862068965,0.3103448275862069,1.2666666666666666,1.3333333333333333,1.3666666666666667,0.13333333333333333,0.3,46,53
4708,2014-03-26,Liverpool,Sunderland,2,1,21,12,7,4,1,0,5,15,H,H,0,2,0,0,1.17,7.0,15.0,13,0,0.9285714285714286,1.5714285714285714,1.6785714285714286,0.25,0.32142857142857145,2.7333333333333334,1.2666666666666666,1.5666666666666669,0.0,0.6333333333333333,62,24
4709,2014-03-26,West Ham,Hull,2,1,9,10,3,3,1,0,12,9,H,H,0,1,0,1,2.3,3.1,3.3,13,0,1.0666666666666669,1.2333333333333334,1.5666666666666669,0.1,0.2333333333333333,1.0666666666666669,1.3333333333333333,1.5666666666666669,0.16666666666666666,0.3333333333333333,28,33
4710,2014-03-29,Arsenal,Man City,1,1,10,15,3,4,0,1,8,11,D,A,1,4,0,0,3.6,3.2,2.1,13,0,2.7241379310344827,0.9310344827586208,1.827586206896552,0.03448275862068965,0.517241379310345,1.7741935483870968,1.1612903225806452,1.3548387096774193,0.12903225806451613,0.3870967741935484,63,60
4711,2014-03-29,Crystal Palace,Chelsea,1,0,14,21,4,2,0,0,10,4,H,D,4,1,0,0,10.0,3.75,1.44,13,0,2.0,0.7419354838709677,1.4516129032258065,0.0967741935483871,0.3548387096774194,0.6333333333333333,1.3,1.3333333333333333,0.06666666666666668,0.13333333333333333,27,66
4712,2014-03-29,Man United,Aston Villa,4,1,9,10,6,1,2,1,10,16,H,H,2,4,0,0,1.44,4.2,8.0,13,1,1.0999999999999994,1.4,2.1333333333333333,0.0,0.26666666666666666,1.5483870967741935,1.1935483870967745,1.8064516129032255,0.0967741935483871,0.3225806451612903,48,31
4713,2014-03-29,Southampton,Newcastle,4,0,23,5,11,2,1,0,5,6,H,H,0,1,0,0,1.75,3.25,5.5,13,1,1.2258064516129032,1.3870967741935485,1.3225806451612905,0.12903225806451613,0.2903225806451613,1.4516129032258065,1.2903225806451617,1.7419354838709675,0.0,0.3225806451612903,42,46
4714,2014-03-29,Stoke,Hull,1,0,15,5,3,3,0,0,9,9,H,D,2,0,0,0,2.2,3.1,3.5,13,0,1.0645161290322582,1.2580645161290325,1.5483870967741935,0.12903225806451613,0.2258064516129032,1.1612903225806457,1.4516129032258065,2.096774193548387,0.12903225806451613,0.3225806451612903,34,33
4715,2014-03-29,Swansea,Norwich,3,0,16,8,7,4,2,0,15,9,H,H,1,2,0,0,1.75,3.25,5.5,13,0,0.8387096774193549,1.5483870967741935,1.5483870967741933,0.06451612903225806,0.25806451612903225,1.3548387096774193,1.5483870967741935,1.5161290322580645,0.06451612903225806,0.2903225806451613,30,31
4716,2014-03-29,West Brom,Cardiff,3,3,16,11,6,5,2,1,12,13,D,H,1,1,0,0,1.85,3.3,4.5,13,1,0.8387096774193549,1.870967741935484,1.2903225806451617,0.0,0.2903225806451613,1.1,1.5,1.9666666666666668,0.0,0.2333333333333334,28,25
4717,2014-03-30,Fulham,Everton,1,3,23,14,8,7,0,0,7,4,A,D,1,2,0,0,5.0,3.1,1.83,13,1,1.5333333333333334,1.0000000000000002,1.4666666666666666,0.03333333333333333,0.3,0.967741935483871,2.2580645161290325,1.4838709677419355,0.03225806451612903,0.41935483870967744,21,56
4718,2014-03-30,Liverpool,Tottenham,4,0,11,15,5,4,2,0,9,9,H,H,0,2,0,0,1.44,4.33,7.0,13,1,1.2903225806451613,1.2903225806451613,1.7741935483870968,0.0967741935483871,0.2903225806451613,2.7096774193548385,1.2580645161290325,1.5161290322580645,0.0,0.6129032258064516,65,53
4719,2014-03-31,Sunderland,West Ham,1,2,26,11,7,6,0,1,11,14,A,A,2,4,0,0,2.3,3.1,3.3,13,1,1.0967741935483872,1.3225806451612905,1.5161290322580645,0.16129032258064516,0.3225806451612903,0.9310344827586208,1.5862068965517242,1.6896551724137931,0.2413793103448276,0.3103448275862069,24,31
4720,2014-04-05,Aston Villa,Fulham,1,2,12,16,6,8,0,0,10,13,A,D,3,2,0,0,2.0,3.25,4.0,13,0,0.96875,2.28125,1.46875,0.03125,0.4375,1.0967741935483866,1.4838709677419355,2.1935483870967745,0.0,0.2903225806451613,31,21
4721,2014-04-05,Cardiff,Crystal Palace,0,3,13,13,4,8,0,1,5,13,A,A,2,4,0,0,2.45,3.0,3.1,13,0,0.6451612903225806,1.2580645161290325,1.4193548387096775,0.06451612903225806,0.12903225806451613,0.90625,1.90625,1.2812500000000002,0.0,0.3125,26,30
4722,2014-04-05,Chelsea,Stoke,3,0,18,4,8,2,1,0,8,18,H,H,0,0,0,0,1.29,5.0,12.0,13,0,1.1562500000000002,1.40625,2.09375,0.125,0.3125,1.9375,0.75,1.4375,0.09375,0.34375,66,37
4723,2014-04-05,Hull,Swansea,1,0,8,12,4,2,1,0,6,18,H,H,0,2,0,0,2.7,3.1,2.7,13,0,1.40625,1.5,1.5,0.0625,0.28125,1.0312500000000002,1.25,1.5,0.125,0.21875,33,33
4724,2014-04-05,Man City,Southampton,4,1,15,5,8,1,3,1,9,15,H,H,3,0,0,0,1.33,5.0,9.0,13,1,1.5312499999999998,1.2500000000000004,1.6875,0.0,0.34375,2.6666666666666665,0.9333333333333336,1.9,0.03333333333333333,0.5000000000000001,61,45
4725,2014-04-05,Newcastle,Man United,0,4,14,8,4,4,0,1,16,6,A,A,1,0,0,0,4.0,3.25,2.0,13,1,1.625,1.1875000000000002,1.8125,0.09375,0.34375,1.1875,1.46875,1.3125,0.125,0.3125,46,51
4726,2014-04-05,Norwich,West Brom,0,1,12,8,4,5,0,1,10,11,A,A,1,0,0,0,2.45,3.0,3.1,13,0,1.1612903225806452,1.5483870967741935,1.9354838709677424,0.0,0.2580645161290323,0.8125,1.59375,1.5624999999999998,0.0625,0.25,31,29
