,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HTHG,HTAG,HF,AF,FTR,HTR,HY,AY,HR,AR,WHH,WHD,WHA,Season,watch,AGS,AGA,AYC,ARC,AWW,HGS,HGA,HYC,HRC,HWW,HP,AP
4727,2014-04-06,Everton,Arsenal,3,0,14,15,8,5,2,0,6,5,H,H,1,2,0,0,2.5,3.1,3.0,13,0,1.7500000000000002,1.15625,1.34375,0.125,0.375,1.5806451612903225,1.0000000000000002,1.4838709677419355,0.03225806451612903,0.3225806451612903,59,64
4728,2014-04-06,West Ham,Liverpool,1,2,11,17,1,8,1,1,10,9,A,D,4,0,0,0,8.0,4.5,1.4,13,0,2.75,1.21875,1.46875,0.0,0.625,1.125,1.3125,1.59375,0.15625,0.34375,34,68
4729,2014-04-07,Tottenham,Sunderland,5,1,29,8,11,4,1,1,12,8,H,D,0,2,0,0,1.6,3.75,6.0,13,1,0.9333333333333332,1.6,1.7,0.2333333333333333,0.3333333333333333,1.25,1.375,1.78125,0.09375,0.3125,53,24
4730,2014-04-12,Crystal Palace,Aston Villa,1,0,14,7,4,4,0,0,7,12,H,D,0,2,0,0,2.15,3.2,3.5,13,0,1.0937499999999996,1.5,2.21875,0.0,0.28125,0.71875,1.21875,1.5,0.0625,0.125,33,31
4731,2014-04-12,Fulham,Norwich,1,0,14,13,3,3,1,0,10,12,H,H,1,3,0,0,2.2,3.2,3.4,13,0,0.7878787878787878,1.5757575757575757,1.5454545454545452,0.060606060606060615,0.24242424242424246,1.0,2.2424242424242418,1.4848484848484849,0.030303030303030307,0.42424242424242425,24,31
4732,2014-04-12,Southampton,Cardiff,0,1,19,6,7,4,0,0,9,7,A,D,0,0,0,0,1.5,4.0,7.0,13,0,0.8787878787878788,1.9393939393939397,1.3030303030303032,0.0,0.30303030303030304,1.515151515151515,1.3333333333333337,1.6363636363636365,0.0,0.3636363636363637,45,26
4733,2014-04-12,Sunderland,Everton,0,1,24,20,6,3,0,0,17,15,A,D,3,1,0,0,5.0,3.25,1.8,13,0,1.625,0.9687500000000002,1.46875,0.03125,0.3125,0.935483870967742,1.7096774193548387,1.7096774193548387,0.2258064516129032,0.3548387096774194,24,62
4734,2014-04-12,West Brom,Tottenham,3,3,6,20,5,8,3,1,11,8,D,H,4,2,0,0,3.1,3.1,2.4,13,1,1.3636363636363635,1.3636363636363635,1.7272727272727273,0.09090909090909093,0.3333333333333333,1.15625,1.5,1.875,0.0,0.2500000000000001,32,56
4735,2014-04-13,Liverpool,Man City,3,2,10,13,4,5,2,0,7,9,H,H,1,3,1,0,2.5,3.1,2.9,13,1,2.7096774193548385,0.9354838709677422,1.935483870967742,0.03225806451612903,0.5161290322580646,2.727272727272727,1.2121212121212122,1.4242424242424243,0.0,0.6060606060606061,71,64
4736,2014-04-15,Arsenal,West Ham,3,1,14,12,8,2,1,1,14,12,H,D,2,2,0,0,1.44,4.0,8.0,13,1,1.1212121212121209,1.3333333333333333,1.6666666666666667,0.15151515151515152,0.3333333333333333,1.6969696969696972,1.2121212121212122,1.3636363636363635,0.12121212121212123,0.3636363636363637,64,34
4737,2014-04-16,Everton,Crystal Palace,2,3,17,7,5,4,0,1,6,10,A,A,1,2,0,0,1.4,4.2,9.0,13,1,0.7272727272727273,1.181818181818182,1.4545454545454546,0.060606060606060615,0.12121212121212123,1.606060606060606,0.9393939393939396,1.4545454545454546,0.030303030303030307,0.30303030303030304,65,36
4738,2014-04-16,Man City,Sunderland,2,2,16,11,4,3,1,0,14,10,D,H,1,2,0,0,1.14,7.5,17.0,13,1,0.90625,1.6875,1.75,0.21875,0.34375,2.6875,1.0000000000000002,1.96875,0.03125,0.5312500000000001,64,24
4739,2014-04-19,Aston Villa,Southampton,0,0,6,3,1,2,0,0,11,11,D,D,0,2,0,0,3.3,3.3,2.2,13,0,1.4705882352941175,1.3235294117647065,1.5882352941176472,0.0,0.35294117647058826,1.06060606060606,1.4848484848484849,2.212121212121212,0.0,0.2727272727272727,31,45
4740,2014-04-19,Cardiff,Stoke,1,1,13,14,4,5,0,1,6,12,D,A,2,3,0,0,2.45,3.25,2.9,13,0,1.1176470588235297,1.4117647058823528,2.0,0.1176470588235294,0.29411764705882354,0.8823529411764706,1.8823529411764703,1.2647058823529411,0.0,0.29411764705882354,29,37
4741,2014-04-19,Chelsea,Sunderland,1,2,31,7,15,3,1,1,11,14,A,D,1,2,0,0,1.2,6.0,15.0,13,0,0.9393939393939394,1.6969696969696968,1.7575757575757576,0.21212121212121213,0.3636363636363637,1.9411764705882355,0.7058823529411765,1.4117647058823528,0.08823529411764706,0.3235294117647059,69,25
4742,2014-04-19,Newcastle,Swansea,1,2,14,10,4,2,1,1,6,9,A,D,2,0,0,0,2.62,3.4,2.6,13,0,1.3235294117647058,1.4705882352941178,1.4705882352941178,0.08823529411764706,0.2647058823529412,1.1176470588235294,1.5294117647058822,1.2941176470588236,0.1176470588235294,0.3235294117647059,46,33
4743,2014-04-19,Tottenham,Fulham,3,1,14,11,5,4,1,1,8,11,H,D,0,1,0,0,1.53,4.2,6.0,13,1,1.0,2.176470588235294,1.4705882352941178,0.029411764705882356,0.4117647058823529,1.4117647058823528,1.4117647058823528,1.7352941176470589,0.08823529411764706,0.35294117647058826,57,27
4744,2014-04-19,West Ham,Crystal Palace,0,1,13,11,4,3,0,0,7,16,A,D,1,1,0,0,2.25,3.2,3.3,13,0,0.7941176470588235,1.2058823529411764,1.4705882352941178,0.05882352941176471,0.14705882352941174,1.1176470588235294,1.3823529411764706,1.6764705882352942,0.14705882352941174,0.35294117647058826,34,39
4745,2014-04-20,Norwich,Liverpool,2,3,13,14,5,6,0,2,16,10,A,A,3,2,0,0,8.0,5.0,1.36,13,1,2.735294117647059,1.2352941176470589,1.4117647058823528,0.029411764705882356,0.6176470588235294,0.7647058823529411,1.5588235294117647,1.5882352941176467,0.05882352941176471,0.2352941176470588,31,74
4746,2014-04-21,Man City,West Brom,3,1,19,10,6,3,3,1,9,7,H,H,1,1,0,0,1.2,7.0,12.0,13,1,1.2121212121212122,1.5454545454545454,1.9393939393939397,0.0,0.2727272727272728,2.6666666666666665,1.0303030303030305,1.9393939393939397,0.030303030303030307,0.5454545454545455,65,33
4747,2014-04-26,Fulham,Hull,2,2,10,8,3,4,0,0,8,7,D,D,1,3,0,0,2.25,3.25,3.25,13,1,1.0000000000000002,1.2647058823529411,1.4411764705882353,0.1176470588235294,0.2058823529411765,1.0,2.2,1.457142857142857,0.028571428571428567,0.42857142857142855,27,36
4748,2014-04-26,Man United,Norwich,4,0,25,9,11,2,1,0,13,9,H,H,1,1,0,0,1.36,4.8,8.5,13,1,0.8,1.6,1.628571428571428,0.057142857142857134,0.2571428571428571,1.6470588235294117,1.1764705882352944,1.7647058823529411,0.08823529411764706,0.35294117647058826,54,31
4749,2014-04-26,Southampton,Everton,2,0,14,9,4,2,2,0,13,12,H,H,0,2,0,0,2.88,3.4,2.4,13,0,1.6285714285714286,0.9714285714285716,1.457142857142857,0.028571428571428567,0.3142857142857143,1.4285714285714284,1.2857142857142858,1.6,0.0,0.3428571428571429,46,65
4750,2014-04-26,Stoke,Tottenham,0,1,17,16,3,4,0,1,11,6,A,A,1,2,1,0,3.2,3.2,2.3,13,0,1.457142857142857,1.4,1.6857142857142855,0.08571428571428573,0.37142857142857133,1.1142857142857143,1.4,2.0285714285714285,0.11428571428571427,0.2857142857142857,38,60
4751,2014-04-26,Swansea,Aston Villa,4,1,11,11,8,3,2,1,9,12,H,H,1,3,0,0,1.67,3.6,5.5,13,1,1.029411764705882,1.4411764705882353,2.147058823529412,0.0,0.2647058823529412,1.3428571428571427,1.457142857142857,1.4285714285714286,0.08571428571428573,0.2571428571428571,36,32
4752,2014-04-26,West Brom,West Ham,1,0,19,9,6,3,1,0,14,8,H,H,0,1,0,0,1.91,3.5,4.0,13,0,1.0857142857142856,1.3714285714285714,1.6571428571428573,0.14285714285714285,0.3428571428571429,1.2058823529411764,1.5882352941176472,1.9117647058823528,0.0,0.2941176470588236,33,34
4753,2014-04-27,Crystal Palace,Man City,0,2,3,16,2,6,0,2,9,10,A,A,3,1,0,0,8.0,4.0,1.44,13,0,2.676470588235294,1.0294117647058825,1.9117647058823528,0.029411764705882356,0.5588235294117648,0.8,1.1714285714285717,1.457142857142857,0.057142857142857134,0.14285714285714285,42,68
4754,2014-04-27,Liverpool,Chelsea,0,2,26,11,8,4,0,1,9,7,A,A,0,4,0,0,1.7,3.6,5.0,13,0,1.9142857142857144,0.7428571428571429,1.4,0.08571428571428573,0.3142857142857143,2.7428571428571433,1.2571428571428571,1.4285714285714286,0.028571428571428567,0.6285714285714286,77,69
4755,2014-04-27,Sunderland,Cardiff,4,0,21,6,7,1,2,0,10,11,H,H,5,3,0,1,1.91,3.3,4.2,13,1,0.8857142857142857,1.8571428571428568,1.2857142857142858,0.0,0.2857142857142857,0.9705882352941176,1.6764705882352942,1.7647058823529411,0.2058823529411765,0.35294117647058826,28,30
4756,2014-04-28,Arsenal,Newcastle,3,0,20,8,8,3,2,0,9,8,H,H,3,2,0,0,1.3,5.0,11.0,13,0,1.1142857142857143,1.542857142857143,1.3142857142857145,0.11428571428571427,0.3142857142857143,1.7714285714285716,1.1714285714285717,1.3714285714285714,0.11428571428571427,0.37142857142857133,67,46
4757,2014-05-03,Aston Villa,Hull,3,1,15,7,9,2,3,1,14,9,H,H,0,0,0,0,2.5,3.0,3.0,13,1,1.0285714285714287,1.2857142857142858,1.4857142857142858,0.11428571428571427,0.22857142857142854,1.0285714285714282,1.5142857142857142,2.1714285714285717,0.0,0.2857142857142857,32,37
4758,2014-05-03,Everton,Man City,2,3,9,18,4,6,1,2,3,9,A,A,0,3,0,0,5.0,3.4,1.75,13,1,2.657142857142857,1.0000000000000002,1.8857142857142857,0.028571428571428567,0.5428571428571429,1.5833333333333333,1.0000000000000002,1.4722222222222223,0.027777777777777776,0.3055555555555556,65,71
4759,2014-05-03,Man United,Sunderland,0,1,17,8,2,1,0,1,11,12,A,A,2,1,0,0,1.4,4.5,8.0,13,0,1.0571428571428572,1.6285714285714286,1.8571428571428568,0.2,0.37142857142857133,1.7142857142857142,1.1428571428571432,1.7428571428571429,0.08571428571428573,0.37142857142857133,57,31
4760,2014-05-03,Newcastle,Cardiff,3,0,22,16,6,3,1,0,9,6,H,H,1,0,0,0,2.05,3.3,3.6,13,0,0.8611111111111112,1.9166666666666667,1.3333333333333333,0.027777777777777776,0.3055555555555556,1.0833333333333333,1.5833333333333333,1.3333333333333333,0.1111111111111111,0.3055555555555556,46,30
4761,2014-05-03,Stoke,Fulham,4,1,23,10,8,2,1,0,9,13,H,H,0,2,0,0,2.38,3.1,3.1,13,1,1.0277777777777777,2.1944444444444446,1.4444444444444444,0.027777777777777776,0.4444444444444444,1.0833333333333337,1.3888888888888888,2.0,0.1388888888888889,0.2777777777777778,38,28
4762,2014-05-03,Swansea,Southampton,0,1,12,18,3,4,0,0,11,5,A,D,1,1,0,0,2.5,3.0,3.0,13,0,1.4444444444444442,1.2500000000000004,1.5555555555555556,0.0,0.3333333333333333,1.4166666666666663,1.4444444444444444,1.4166666666666667,0.08333333333333333,0.2777777777777778,39,49
4763,2014-05-03,West Ham,Tottenham,2,0,20,12,8,3,2,0,10,16,H,H,0,4,0,1,4.2,3.3,1.91,13,0,1.4444444444444444,1.3611111111111112,1.6944444444444444,0.08333333333333333,0.3611111111111111,1.0555555555555556,1.3611111111111112,1.6388888888888893,0.1388888888888889,0.3333333333333333,34,63
4764,2014-05-04,Arsenal,West Brom,1,0,15,11,4,1,1,0,9,6,H,H,2,2,0,0,1.29,5.0,12.0,13,0,1.2,1.542857142857143,1.8571428571428568,0.0,0.2857142857142857,1.805555555555556,1.1388888888888888,1.4166666666666667,0.1111111111111111,0.3611111111111111,70,36
4765,2014-05-04,Chelsea,Norwich,0,0,23,6,4,3,0,0,9,17,D,D,1,3,0,0,1.22,5.5,15.0,13,0,0.7777777777777778,1.6666666666666667,1.6111111111111107,0.05555555555555555,0.2777777777777778,1.9166666666666667,0.7222222222222222,1.4722222222222223,0.08333333333333333,0.3055555555555556,72,31
4766,2014-05-05,Crystal Palace,Liverpool,3,3,10,26,6,9,0,1,7,12,D,A,2,3,0,0,8.0,4.5,1.4,13,1,2.6666666666666665,1.2777777777777777,1.3888888888888888,0.027777777777777776,0.6111111111111112,0.7777777777777778,1.1944444444444444,1.5,0.05555555555555555,0.1388888888888889,42,77
4767,2014-05-06,Man United,Hull,3,1,18,2,7,2,1,0,13,9,H,H,1,1,0,0,1.36,4.8,9.0,13,1,1.027777777777778,1.3333333333333333,1.4444444444444444,0.1111111111111111,0.25,1.6666666666666667,1.138888888888889,1.75,0.08333333333333333,0.3611111111111111,57,37
4768,2014-05-07,Man City,Aston Villa,4,0,18,5,9,0,0,0,8,9,H,D,1,2,0,0,1.14,7.5,19.0,13,1,1.083333333333333,1.5,2.1111111111111107,0.0,0.3055555555555556,2.6666666666666665,1.027777777777778,1.9166666666666667,0.027777777777777776,0.5555555555555557,74,35
4769,2014-05-07,Sunderland,West Brom,2,0,10,13,4,3,2,0,14,12,H,H,0,0,0,0,1.95,3.0,4.5,13,0,1.1666666666666667,1.5277777777777777,1.8611111111111112,0.0,0.27777777777777785,1.0555555555555556,1.5833333333333333,1.8333333333333333,0.19444444444444445,0.3611111111111111,34,36
4770,2014-05-11,Cardiff,Chelsea,1,2,10,28,4,7,1,0,7,9,A,H,1,2,0,0,8.0,4.0,1.44,13,0,1.864864864864865,0.7027027027027027,1.4594594594594594,0.08108108108108109,0.2972972972972973,0.8378378378378378,1.945945945945946,1.2972972972972974,0.027027027027027032,0.2972972972972973,30,73
4771,2014-05-11,Fulham,Crystal Palace,2,2,15,15,5,6,0,1,11,15,D,A,3,1,0,0,2.62,3.1,2.8,13,1,0.8378378378378378,1.2432432432432432,1.5135135135135136,0.054054054054054064,0.16216216216216214,1.027027027027027,2.2432432432432434,1.4594594594594594,0.027027027027027032,0.4594594594594595,28,43
4772,2014-05-11,Hull,Everton,0,2,12,11,3,4,0,1,8,8,A,A,0,1,0,0,3.8,3.2,2.05,13,0,1.5945945945945943,1.0540540540540542,1.4324324324324325,0.027027027027027032,0.32432432432432434,1.0270270270270272,1.3783783783783785,1.4324324324324325,0.10810810810810813,0.2702702702702703,37,65
4773,2014-05-11,Liverpool,Newcastle,2,1,13,8,5,2,0,1,8,16,H,A,1,3,0,2,1.22,6.0,12.0,13,0,1.135135135135135,1.5405405405405406,1.3243243243243243,0.10810810810810813,0.2972972972972973,2.675675675675676,1.3243243243243243,1.4324324324324325,0.027027027027027032,0.6216216216216216,78,49
4774,2014-05-11,Man City,West Ham,2,0,28,3,7,0,1,0,7,9,H,H,2,2,0,0,1.17,7.0,15.0,13,0,1.0810810810810811,1.3243243243243243,1.5945945945945947,0.13513513513513514,0.32432432432432434,2.702702702702702,1.0000000000000002,1.891891891891892,0.027027027027027032,0.5675675675675677,77,37
4775,2014-05-11,Norwich,Arsenal,0,2,11,14,5,8,0,0,6,5,A,D,1,0,0,0,4.33,3.4,1.85,13,0,1.7837837837837838,1.108108108108108,1.4324324324324325,0.10810810810810813,0.35135135135135137,0.7567567567567568,1.6216216216216215,1.6486486486486482,0.054054054054054064,0.2702702702702703,32,73
4776,2014-05-11,Southampton,Man United,1,1,15,8,6,2,1,0,16,5,D,H,3,2,0,0,2.62,3.1,2.8,13,0,1.7027027027027026,1.1351351351351353,1.7297297297297298,0.08108108108108109,0.3783783783783784,1.4324324324324322,1.216216216216217,1.5405405405405406,0.0,0.32432432432432434,52,60
4777,2014-05-11,Sunderland,Swansea,1,3,20,8,4,4,0,2,14,15,A,A,2,3,0,0,2.3,3.2,3.2,13,1,1.3783783783783785,1.4324324324324325,1.4054054054054057,0.08108108108108109,0.2702702702702703,1.0810810810810811,1.5405405405405406,1.7837837837837838,0.1891891891891892,0.35135135135135137,37,39
4778,2014-05-11,Tottenham,Aston Villa,3,0,12,4,6,1,3,0,11,11,H,H,1,0,0,0,1.5,3.8,7.5,13,0,1.0540540540540535,1.5675675675675675,2.108108108108108,0.0,0.32432432432432434,1.4054054054054057,1.3783783783783785,1.7567567567567568,0.10810810810810813,0.35135135135135137,63,35
4779,2014-05-11,West Brom,Stoke,1,2,17,15,4,4,0,1,4,7,A,A,0,0,0,0,2.1,3.25,3.6,13,0,1.1621621621621625,1.3783783783783785,1.945945945945946,0.13513513513513514,0.2972972972972973,1.135135135135135,1.5405405405405406,1.8108108108108107,0.0,0.27027027027027034,36,41
4790,2014-08-30,Burnley,Man United,0,0,9,7,3,2,0,0,10,14,D,D,2,2,0,0,6.5,3.4,1.62,14,0,1.0,1.5,2.0,0.0,0.0,0.5,2.0,1.0,0.0,0.5,0,1
4791,2014-08-30,Everton,Chelsea,3,6,17,12,7,8,1,2,7,16,A,A,1,3,0,0,3.6,2.88,2.25,14,1,2.5,0.5,0.5,0.0,0.5,2.0,2.0,1.0,0.0,1.0,1,3
4792,2014-08-30,Man City,Stoke,0,1,16,7,2,2,0,0,14,5,A,D,2,1,0,0,1.2,5.5,21.0,14,0,0.5,1.0,1.5,0.0,0.0,2.5,0.5,3.0,0.0,0.5,3,1
4793,2014-08-30,Newcastle,Crystal Palace,3,3,18,12,4,7,1,1,12,19,D,D,1,3,0,0,1.75,3.2,5.5,14,1,1.0,2.5,1.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,1,0
4794,2014-08-30,QPR,Sunderland,1,0,18,16,5,6,1,0,8,9,H,H,1,2,0,0,2.5,2.9,3.1,14,0,1.5,1.5,0.5,0.0,0.5,0.0,2.5,1.0,0.0,0.5,0,1
4795,2014-08-30,Swansea,West Brom,3,0,15,16,8,2,2,0,10,8,H,H,1,2,0,0,1.91,3.1,4.5,14,0,1.0,1.0,2.5,0.0,0.5,1.5,0.5,3.0,0.0,0.0,3,1
4796,2014-08-30,West Ham,Southampton,1,3,4,18,2,8,1,1,11,13,A,D,2,1,0,0,2.9,2.8,2.75,14,1,0.5,1.0,1.5,0.0,0.0,1.5,1.0,2.0,0.5,0.5,3,1
4797,2014-08-31,Aston Villa,Hull,2,1,11,9,4,3,2,0,9,10,H,H,1,4,0,0,2.38,2.88,3.4,14,0,1.0,0.5,1.5,0.5,0.0,0.5,0.0,3.5,0.0,0.0,1,1
4798,2014-08-31,Leicester,Arsenal,1,1,9,24,3,6,1,1,14,6,D,D,3,1,0,0,4.8,3.0,1.91,14,0,2.0,1.5,3.0,0.0,0.5,1.0,2.0,1.0,0.0,0.5,0,1
4799,2014-08-31,Tottenham,Liverpool,0,3,7,17,1,8,0,1,14,11,A,A,0,4,0,0,2.7,3.0,2.8,14,0,1.5,2.0,1.0,0.0,0.5,2.5,0.0,0.0,0.5,0.5,3,0
4800,2014-09-13,Arsenal,Man City,2,2,15,15,6,8,0,1,11,15,D,A,3,4,0,0,3.0,3.0,2.5,14,1,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.333333333333333,0.0,0.3333333333333333,2,3
4801,2014-09-13,Chelsea,Swansea,4,2,29,11,9,2,1,1,12,11,H,D,0,3,0,0,1.3,5.0,11.0,14,1,2.0,0.3333333333333333,2.333333333333333,0.0,0.0,3.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,6,6
4802,2014-09-13,Crystal Palace,Burnley,0,0,14,11,3,3,0,0,12,10,D,D,2,3,0,0,2.25,3.1,3.4,14,0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,2.0,0.3333333333333333,0.6666666666666666,1,1
4803,2014-09-13,Liverpool,Aston Villa,0,1,18,5,1,1,0,1,9,10,A,A,2,1,0,0,1.3,5.0,11.0,14,0,1.0,0.3333333333333333,2.6666666666666665,0.0,0.0,2.0,1.3333333333333333,2.0,0.0,0.3333333333333333,3,4
4804,2014-09-13,Southampton,Newcastle,4,0,10,9,7,4,2,0,15,7,H,H,0,2,0,0,1.83,3.2,5.0,14,1,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.0,0.3333333333333333,4,2
4805,2014-09-13,Stoke,Leicester,0,1,24,8,4,1,0,0,8,15,A,D,3,0,0,0,2.15,3.1,3.6,14,0,1.0,1.6666666666666667,1.6666666666666667,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.0,4,1
4806,2014-09-13,Sunderland,Tottenham,2,2,6,15,1,6,1,1,10,13,D,D,5,1,0,0,3.4,3.3,2.15,14,1,1.6666666666666667,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,0.0,0.3333333333333333,1,3
4807,2014-09-13,West Brom,Everton,0,2,11,11,1,4,0,1,12,8,A,A,2,3,0,0,3.4,3.2,2.2,14,0,2.333333333333333,3.333333333333333,1.0,0.0,1.0,0.6666666666666666,1.6666666666666667,2.333333333333333,0.0,0.3333333333333333,1,1
4808,2014-09-14,Man United,QPR,4,0,19,9,9,2,3,0,11,8,H,H,1,0,0,0,1.3,5.0,11.0,14,1,0.3333333333333333,1.6666666666666667,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,2.0,0.0,0.0,2,3
4809,2014-09-15,Hull,West Ham,2,2,11,16,6,4,1,0,12,7,D,H,3,1,0,0,2.2,3.1,3.5,14,1,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,1.0,1.0,2.333333333333333,0.3333333333333333,0.0,1,3
4810,2014-09-20,Aston Villa,Arsenal,0,3,6,9,2,3,0,3,11,9,A,A,1,3,0,0,4.5,3.4,1.83,14,0,1.75,1.5,2.5,0.0,0.5,1.0,0.25,2.25,0.0,0.0,7,3
4811,2014-09-20,Burnley,Sunderland,0,0,17,14,6,6,0,0,14,14,D,D,1,2,0,0,2.5,3.2,2.8,14,0,1.25,1.5,2.0,0.0,0.5,0.25,1.0,1.75,0.0,0.25,2,2
4812,2014-09-20,Newcastle,Hull,2,2,25,10,7,3,0,0,11,11,D,D,4,2,0,0,2.2,3.2,3.4,14,1,1.25,1.25,2.5,0.25,0.25,0.75,2.25,1.0,0.25,0.5,2,2
4813,2014-09-20,QPR,Stoke,2,2,21,8,5,4,1,1,6,15,D,D,2,4,0,0,2.7,3.0,2.8,14,1,0.5,0.75,1.75,0.0,0.0,0.25,2.25,0.75,0.0,0.5,3,4
4814,2014-09-20,Swansea,Southampton,0,1,5,11,2,4,0,0,11,15,A,D,0,4,1,0,2.5,3.25,2.8,14,0,2.0,0.75,1.0,0.0,0.5,2.0,1.25,2.5,0.0,0.25,6,7
4815,2014-09-20,West Ham,Liverpool,3,1,13,11,7,5,2,1,16,11,H,H,4,1,0,0,4.5,3.3,1.85,14,1,1.5,1.25,2.0,0.0,0.25,1.5,1.75,1.75,0.25,0.75,4,3
4816,2014-09-21,Everton,Crystal Palace,2,3,17,10,6,3,1,1,8,13,A,D,2,2,0,0,1.4,4.5,8.0,14,1,1.25,2.0,2.0,0.25,0.5,2.25,2.5,1.5,0.0,0.75,4,2
4817,2014-09-21,Leicester,Man United,5,3,15,16,5,5,1,2,11,9,H,A,1,1,0,1,5.5,3.5,1.67,14,1,1.5,0.75,1.75,0.0,0.25,1.0,1.25,1.25,0.0,0.25,4,5
4818,2014-09-21,Man City,Chelsea,1,1,16,6,4,2,0,0,16,12,D,D,3,4,1,0,2.4,3.1,3.1,14,0,3.75,1.5,1.0,0.0,0.75,1.75,1.0,3.0,0.0,0.5,4,9
4819,2014-09-21,Tottenham,West Brom,0,1,7,10,1,4,0,0,12,7,A,D,2,2,0,0,1.53,3.75,7.0,14,0,0.5,1.75,2.25,0.0,0.25,1.75,1.25,0.25,0.25,0.5,4,1
4820,2014-09-27,Arsenal,Tottenham,1,1,16,6,6,4,0,0,7,16,D,D,3,6,0,0,1.8,3.5,4.5,14,0,1.4,1.2,0.6,0.2,0.4,2.0,1.2,2.6,0.0,0.4,6,4
4821,2014-09-27,Chelsea,Aston Villa,3,0,17,7,8,1,1,0,11,9,H,H,2,2,0,0,1.25,5.5,12.0,14,0,0.8,0.8,2.0,0.0,0.0,3.2,1.4,1.6,0.0,0.6,10,7
4822,2014-09-27,Crystal Palace,Leicester,2,0,16,7,6,1,0,0,14,9,H,D,0,2,0,0,2.7,3.1,2.7,14,0,1.8,1.6,1.2,0.0,0.4,1.6,2.0,2.0,0.2,0.6,5,7
4823,2014-09-27,Hull,Man City,2,4,10,20,5,6,2,2,10,6,A,D,0,2,0,0,6.5,3.6,1.57,14,1,1.6,1.0,3.0,0.2,0.4,1.4,1.4,2.4,0.2,0.4,3,5
4824,2014-09-27,Liverpool,Everton,1,1,24,11,8,5,0,0,8,9,D,D,2,1,0,0,1.91,3.4,4.0,14,0,2.2,2.6,1.6,0.0,0.8,1.4,1.6,1.8,0.0,0.4,3,4
4825,2014-09-27,Man United,West Ham,2,1,8,13,3,4,2,1,10,12,H,H,1,3,1,0,1.4,4.5,8.0,14,0,1.8,1.6,2.2,0.2,0.8,1.8,1.6,1.6,0.2,0.4,5,7
4826,2014-09-27,Southampton,QPR,2,1,19,10,9,2,0,0,12,11,H,D,2,1,0,0,1.44,4.0,8.0,14,0,0.6,2.2,1.0,0.0,0.6,1.8,0.6,1.6,0.0,0.4,10,4
4827,2014-09-27,Sunderland,Swansea,0,0,15,7,3,1,0,0,13,15,D,D,2,1,0,1,2.7,3.1,2.7,14,0,1.6,1.2,2.0,0.2,0.2,1.0,1.2,2.0,0.0,0.4,3,6
4828,2014-09-28,West Brom,Burnley,4,0,20,10,6,2,2,0,7,9,H,H,1,2,0,0,2.0,3.2,4.0,14,1,0.2,0.8,1.6,0.0,0.2,0.6,1.4,2.2,0.0,0.2,4,3
4829,2014-09-29,Stoke,Newcastle,1,0,12,16,3,1,1,0,20,15,H,H,1,2,0,0,2.15,3.2,3.5,14,0,1.0,2.2,1.6,0.2,0.6,0.8,1.0,2.2,0.0,0.2,5,3
4830,2014-10-04,Aston Villa,Man City,0,2,6,27,1,7,0,0,4,6,A,D,0,1,0,0,7.0,3.75,1.53,14,0,2.0,1.1666666666666667,2.833333333333333,0.16666666666666666,0.5,0.6666666666666666,1.1666666666666667,2.0,0.0,0.0,7,8
4831,2014-10-04,Hull,Crystal Palace,2,0,15,11,2,2,0,0,6,14,H,D,1,2,0,0,2.1,3.1,3.8,14,0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.16666666666666666,0.5,1.5,1.8333333333333333,2.0,0.16666666666666666,0.5,3,8
4832,2014-10-04,Leicester,Burnley,2,2,15,10,6,4,2,1,16,12,D,H,2,2,0,0,1.8,3.25,5.0,14,1,0.16666666666666666,1.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,1.5,1.6666666666666667,1.3333333333333333,0.0,0.3333333333333333,7,3
4833,2014-10-04,Liverpool,West Brom,2,1,19,8,7,4,1,0,12,15,H,H,2,2,0,0,1.44,4.33,7.0,14,0,1.1666666666666667,1.1666666666666667,2.0,0.0,0.3333333333333333,1.3333333333333333,1.5,1.8333333333333333,0.0,0.3333333333333333,4,7
4834,2014-10-04,Sunderland,Stoke,3,1,8,11,3,5,2,1,10,17,H,H,3,4,0,0,2.6,3.0,2.9,14,1,0.8333333333333334,0.8333333333333334,2.0,0.0,0.16666666666666666,0.8333333333333334,1.0,2.0,0.0,0.3333333333333333,4,8
4835,2014-10-04,Swansea,Newcastle,2,2,11,9,5,4,1,1,11,15,D,D,1,3,0,0,1.91,3.3,4.2,14,1,0.8333333333333334,2.0,1.6666666666666667,0.16666666666666666,0.5,1.3333333333333333,1.0,1.8333333333333333,0.3333333333333333,0.16666666666666666,7,3
